car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq
t67883849F,Smart Coupe,economy,petrol,3.26,2013,47977,2019,44.73,engine_overheat,4.163965517241379,7736268.666963425,0.1,194.08732272605823,-2.752397547404991,174,171
m14751349G,Kia Rio,economy,petrol,5.04,2014,61944,2018,108.68,another_bug,4.927643678160919,19820893.155798268,0.14,200.0,2.964077467501291,174,173
L-2236074w,Smart Coupe,economy,petrol,6.22,2015,76063,2016,33.03,gear_stick,4.704655172413793,13528064.61201063,0.1,105.41571318879564,0.4102934042693145,174,173
Q22604154e,Kia Rio X-line,economy,petrol,3.98,2014,59406,2022,19.25,wheel_shake,4.491379310344827,8500054.052077662,0.3,119.0,-2.8808735132903145,174,173
I-1499320U,Hyundai Solaris,economy,petrol,4.78,2012,20727,2016,40.41,engine_ignition,4.159885057471264,20206974.935538575,0.1,189.72808653813567,-0.4155996162973392,174,171
w-2107765l,Renault Kaptur,standart,petrol,6.08,2015,86506,2019,37.69,engine_fuel,4.092011494252874,14822025.261808716,0.1,186.6934632053218,-12.648755165503673,174,172
M-4256527V,Kia Rio,economy,petrol,4.42,2014,68655,2016,33.24,engine_overheat,4.091034482758621,15034883.847297883,0.1,196.74050843127856,3.885914540659681,174,172
V14377897W,Kia Rio X,economy,petrol,3.82,2014,64279,2017,78.52,another_bug,4.483793103448275,14369688.369088747,0.1,195.9131094512443,11.982019799446828,174,170
r-1938611y,Smart ForFour,economy,petrol,5.36,2014,61809,2020,34.74,gear_stick,4.641206896551725,10213553.715434358,0.1,110.994989902542,8.89036048693751,174,168
c-8145167j,VW Tiguan,economy,petrol,5.98,2013,48745,2021,34.69,electro_bug,4.024137931034483,13361627.797829907,0.0,187.9072797088196,7.920122586913486,174,172
B91129852I,Kia Rio X-line,economy,petrol,3.24,2014,54032,2014,24.9,gear_stick,4.560287356321839,15618990.812457897,0.57,103.90872586858134,-9.264293907065625,174,174
M37487017a,Hyundai Solaris,economy,petrol,3.2,2014,53772,2022,48.98,engine_check,4.353735632183907,17558033.252408177,0.1,151.0,-8.432053878752704,174,171
z-2004787O,Smart Coupe,economy,petrol,5.64,2017,114968,2016,28.03,break_bug,5.375287356321839,20076855.083619233,0.13,117.35560773566098,-1.4575015196756995,174,174
l-1645080P,Nissan Qashqai,standart,petrol,5.26,2013,42757,2015,31.96,electro_bug,4.276724137931034,13536444.577135516,0.0,194.06047013413345,5.867512339099662,174,172
V46220162X,MINI CooperSE,business,electro,3.32,2011,721,2017,54.39,gear_stick,4.511609195402299,2983865.5454452285,0.1,108.02366353005644,-2.195964916570329,174,171
v84995071C,Renault Sandero,standart,petrol,4.36,2013,43395,2018,53.81,engine_check,4.734195402298851,9092762.349434854,0.65,160.0,-4.80993195536751,174,169
H19405674G,Skoda Rapid,economy,petrol,4.4,2013,39252,2019,26.47,wheel_shake,4.583793103448276,13326999.252330223,0.1,124.87684328692583,-7.992245321056112,174,172
O22899655s,Renault Kaptur,standart,petrol,4.46,2014,57735,2019,22.32,gear_stick,4.685862068965517,4337622.512409642,0.1,112.55088970445638,7.732039087838076,174,174
Q13439225z,Kia Rio,economy,petrol,4.06,2012,23530,2020,25.44,engine_overheat,4.4366666666666665,15114789.946312692,0.1,191.7319156525297,3.44596147387868,174,171
h-1050982E,Smart Coupe,economy,petrol,5.52,2015,85398,2016,28.76,gear_stick,4.532183908045977,12389427.146693511,0.1,109.53298172731569,3.2982165500237977,174,171
P74322315x,VW Tiguan,economy,petrol,3.82,2015,77775,2021,53.63,engine_ignition,4.000172413793103,20978228.25104687,0.1,192.28049289883717,3.7727782475274894,174,172
R15925847J,VW Polo VI,economy,petrol,4.0,2014,58472,2019,35.12,break_bug,5.552701149425287,22953227.502507057,0.1,97.71367053011912,-4.256960100680903,174,173
z-1765070X,Renault Kaptur,standart,petrol,4.76,2015,77969,2015,49.89,engine_check,4.787298850574713,12086515.0128405,0.1,163.0,18.239667529205853,174,171
w-1029280i,Skoda Rapid,economy,petrol,4.5,2014,62112,2021,46.69,engine_fuel,3.782241379310345,12190510.478215637,0.1,193.57462605284852,19.238887657136956,174,173
z-1923449T,VW Tiguan,economy,petrol,5.48,2015,74820,2020,60.71,engine_check,4.418793103448276,13741005.880285718,0.1,151.0,6.351437473617114,174,172
O20152474b,Kia Rio X-line,economy,petrol,4.7,2013,37888,2020,49.05,engine_check,4.387758620689655,7552525.395910257,0.45,173.1821708439034,-0.6562618564343387,174,170
d-1150959l,Smart ForTwo,economy,petrol,4.82,2017,118118,2018,21.35,gear_stick,4.557471264367816,14405263.521245273,0.1,106.40097096333564,-18.53355026541925,174,169
E16848552h,Skoda Rapid,economy,petrol,3.14,2015,92481,2016,31.14,electro_bug,4.2509770114942524,16977893.366337184,0.0,173.0,-11.311501647911166,174,173
g15598327l,Smart ForTwo,economy,petrol,2.74,2015,85211,2017,33.08,electro_bug,4.092931034482758,18822036.16362221,0.0,176.06156511237586,-3.9778442175754876,174,174
R14260142p,Audi A3,premium,petrol,4.72,2017,107541,2019,64.63,engine_ignition,4.029655172413793,11639049.058939124,0.1,181.0901660351348,-10.42890537353283,174,174
H-4546747T,Kia Rio X,economy,petrol,4.68,2015,73109,2017,50.56,engine_check,4.904310344827587,13184079.432678299,0.1,152.65307340667087,-6.760179389753324,174,172
f-1148428g,Smart ForTwo,economy,petrol,4.58,2017,110312,2015,37.22,break_bug,5.442241379310345,7605259.94946539,0.86,107.09025955225243,2.987779513898983,174,172
T-1017836m,Smart ForTwo,economy,petrol,5.58,2013,38577,2016,22.63,gear_stick,4.637471264367816,11887227.8221014,0.1,120.77713831295377,-0.14855932397365357,174,172
g-2265044F,VW Tiguan,economy,petrol,6.58,2017,131601,2019,48.18,engine_overheat,4.0217241379310344,15703307.931748161,0.1,188.05148875974643,19.84298515313877,174,172
j18260546M,Fiat 500,business,petrol,3.38,2013,44911,2021,30.31,engine_overheat,4.188735632183908,7722606.130965906,0.1,195.9295388155629,10.760540133141175,174,173
B-9426058n,Hyundai Solaris,economy,petrol,5.56,2012,19082,2018,69.85,another_bug,4.777413793103448,8903139.670303706,0.1,200.0,13.082869281105769,174,172
r-4084524U,Skoda Rapid,economy,petrol,4.98,2017,125676,2016,37.34,engine_fuel,4.1851724137931035,12049373.065743519,0.1,168.02944393694415,-1.3216070864583331,174,170
L-5326583i,Audi A4,premium,petrol,4.28,2016,111906,2018,71.65,engine_ignition,4.183448275862069,11264428.701051041,0.1,187.1900073252745,-10.482568199993745,174,173
I-1760030m,Renault Kaptur,standart,petrol,5.54,2015,88338,2020,26.83,engine_fuel,4.254885057471265,20623857.143563908,0.1,158.63828744990752,19.611032085288237,174,171
c-1205079o,VW Polo VI,economy,petrol,5.34,2015,81446,2021,32.28,electro_bug,4.367126436781609,14479114.899150398,0.0,169.7587555571089,-1.7146262429478973,174,174
s-1194174G,Smart ForFour,economy,petrol,5.2,2013,51809,2020,47.9,engine_overheat,4.051551724137931,9945966.091012586,0.1,186.2733791639195,-21.293205614797458,174,171
z11424698a,Nissan Qashqai,standart,petrol,3.2,2013,41388,2022,67.18,another_bug,4.583103448275862,15153247.25660085,0.1,200.0,3.041331162109686,174,169
u12808660Q,Smart ForTwo,economy,petrol,4.62,2016,103187,2018,42.3,wheel_shake,4.594137931034482,8887760.597686138,0.1,127.58453078456664,-19.618085412222243,174,171
q14308699p,Renault Kaptur,standart,petrol,2.74,2013,39299,2020,27.87,break_bug,5.370459770114943,12133513.176103724,0.1,106.47298871501845,-26.48317760932825,174,171
h14275703Y,Nissan Qashqai,standart,petrol,3.36,2015,78299,2019,27.99,gear_stick,4.359252873563219,16518649.915039605,0.1,100.68572334167604,4.502872655421845,174,172
f21537042p,VW Polo,economy,petrol,4.08,2015,79471,2015,30.68,electro_bug,4.125229885057471,9284476.309618827,0.0,194.6970243832856,-11.571424955476559,174,171
w-1541101s,Kia Rio X-line,economy,petrol,6.66,2012,20822,2016,46.98,engine_fuel,4.0792528735632185,6850545.177917592,0.1,165.95975644109075,2.556166009039935,174,172
D85554326y,Skoda Rapid,economy,petrol,4.36,2017,117153,2021,59.05,engine_ignition,4.031666666666666,15356365.212584557,0.1,190.45937076694443,-4.748774126708392,174,172
v19622542w,Smart Coupe,economy,petrol,4.78,2014,57663,2016,59.5,engine_check,4.6529885057471265,9560751.958944222,0.1,171.0,7.189237264966637,174,170
g15134858G,Kia Rio,economy,petrol,3.64,2013,35580,2017,41.72,wheel_shake,4.465114942528736,9025318.57178141,0.1,148.38034993525943,-4.896887015841903,174,172
T-1971816y,Renault Kaptur,standart,petrol,4.04,2014,55513,2018,86.1,another_bug,4.761264367816092,15733665.123237887,0.42,175.0,18.419983521418622,174,171
C-9596685X,Kia Rio X-line,economy,petrol,4.3,2014,65593,2014,45.23,engine_overheat,3.9872413793103445,19815988.61133081,0.1,178.5356208027489,-0.7526439079606244,174,170
b-1448976u,Kia Rio X-line,economy,petrol,3.86,2013,39927,2016,56.37,another_bug,4.726264367816092,11741059.69257177,0.1,174.10256672998207,4.052109128429475,174,168
T20813001U,Tesla Model 3,premium,electro,3.98,2017,132784,2017,54.48,engine_fuel,3.9517816091954026,12560574.7211642,0.1,174.45837607126242,-10.913769359239765,174,138
N-1202466T,Smart ForTwo,economy,petrol,5.96,2015,87099,2018,29.99,wheel_shake,4.403793103448276,18559705.55943897,0.1,118.0,-0.6331715067403838,174,166
A-1228282M,Skoda Rapid,economy,petrol,4.78,2014,54887,2020,58.03,engine_ignition,4.2251724137931035,17936850.541655052,0.1,182.44607004190468,-15.663698414169907,174,174
I-4541478k,Hyundai Solaris,economy,petrol,4.72,2015,75641,2016,55.98,another_bug,5.01603448275862,18113353.864627544,0.26,187.95954625115615,1.3771954035913838,174,170
C72529736J,Smart Coupe,economy,petrol,4.4,2017,111542,2020,35.21,electro_bug,3.9622413793103446,13613087.911091283,0.0,173.04456704295697,-2.2191879672008668,174,173
u-1444692P,Smart ForFour,economy,petrol,5.72,2014,63279,2022,26.04,wheel_shake,4.639425287356322,17053065.33932259,0.1,125.81409161260548,7.749561697131323,174,173
D16135750H,Hyundai Solaris,economy,petrol,3.68,2015,77721,2019,25.38,wheel_shake,4.532528735632184,12630470.76686827,0.35,118.0,3.6873166838022655,174,171
K-1436228o,Renault Sandero,standart,petrol,4.4,2012,25974,2015,45.71,engine_check,4.438218390804598,11589773.41548461,0.1,161.80645235863858,17.762667158136388,174,172
i-7847314g,Renault Kaptur,standart,petrol,6.04,2013,46500,2018,54.41,engine_ignition,3.8735632183908044,17358543.653230295,0.1,190.81774162205457,-9.775374722060082,174,174
z-1432906b,VW Polo VI,economy,petrol,5.22,2015,85739,2015,33.79,engine_overheat,3.921666666666667,3182927.7063080315,0.1,191.7462721547052,-13.628984439425516,174,172
a59990556c,Kia Rio X-line,economy,petrol,3.74,2015,77338,2022,36.34,engine_overheat,4.1273563218390805,15880498.54746297,0.1,193.645324669373,-4.260394513090244,174,171
N96513993C,VW Polo VI,economy,petrol,3.82,2012,19927,2019,48.32,engine_check,4.375402298850575,16251747.878537826,0.1,175.34597881394538,-3.888669515510737,174,168
i-1870741R,Kia Rio X,economy,petrol,5.58,2013,42608,2020,45.18,engine_check,4.4623563218390805,9308199.876062516,0.1,160.32183846175917,-0.9203790044935923,174,174
s-1843132u,Nissan Qashqai,standart,petrol,5.56,2015,86453,2020,87.51,engine_check,4.622471264367816,8661363.553096374,0.27,177.01286658835468,9.991573003748535,174,172
o-1115986v,Skoda Rapid,economy,petrol,4.52,2014,65133,2020,28.61,wheel_shake,4.528908045977011,11362828.227977213,0.1,133.1015469672969,3.885582473940758,174,171
t38578752d,VW Polo,economy,petrol,3.72,2012,20727,2019,61.21,engine_ignition,4.018563218390804,18568215.404968187,0.1,181.7079543837177,-2.7997505041357234,174,174
C10051284I,Nissan Qashqai,standart,petrol,4.08,2015,87054,2020,33.29,gear_stick,4.460344827586207,17410108.073176634,0.42,130.2029561431095,-10.499981516109983,174,173
l13569942Y,Volkswagen ID.4 ,premium,electro,4.24,2016,98037,2020,82.88,engine_overheat,4.07683908045977,9785020.63420005,0.1,187.2434316433401,4.829380212418613,174,151
h-2041660O,Nissan Qashqai,standart,petrol,4.62,2015,77163,2021,44.5,engine_check,4.448390804597701,10171860.33458586,0.1,168.0,-4.569628862385599,174,172
z-1435869q,Hyundai Solaris,economy,petrol,4.08,2014,57648,2018,62.87,engine_ignition,4.161781609195402,9396349.858329322,0.1,198.3125730991541,-0.06762754349439125,174,172
T-5519773T,Renault Kaptur,standart,petrol,5.96,2015,71302,2021,20.91,gear_stick,4.569425287356322,17342789.116768893,0.44,102.69183766762862,9.881188836948782,174,174
O-5485697r,VW Polo,economy,petrol,6.1,2011,1620,2017,84.18,another_bug,4.942816091954023,13228508.26505785,0.1,198.4960648017726,8.846006519985204,174,169
P-1558274R,Smart ForFour,economy,petrol,4.92,2013,46553,2021,60.31,engine_overheat,4.220919540229885,14142169.621955425,0.1,179.91394219847467,-20.48826466428582,174,171
x-2038594x,Kia Sportage,standart,petrol,4.58,2015,84944,2018,34.65,gear_stick,4.553218390804598,9471246.995817166,0.1,109.67177119868238,3.642996725944152,174,172
D-6990841m,Kia Sportage,standart,petrol,4.14,2013,40420,2019,36.64,break_bug,5.425402298850575,13707060.56479515,0.1,108.49268256885756,-9.381468213097456,174,172
A65531464N,Hyundai Solaris,economy,petrol,3.26,2014,66086,2022,36.43,engine_fuel,4.050977011494253,16258212.364743954,0.1,173.03988598342457,10.780087212913699,174,172
o77710485U,Skoda Rapid,economy,petrol,4.7,2015,82464,2016,54.06,engine_ignition,4.402413793103448,13831751.90128787,0.1,179.50098609371742,14.897286918045854,174,174
Z19095231c,Smart ForTwo,economy,petrol,4.04,2013,39390,2019,27.78,electro_bug,4.083735632183909,8966127.856604347,0.0,190.0,4.232021213463774,174,172
T10888967t,Mini Cooper,business,petrol,4.0,2011,60,2019,31.4,engine_overheat,4.197126436781609,22432229.280616786,0.1,199.6204542995204,-10.35019331626434,174,173
p-2255017N,Smart ForTwo,economy,petrol,5.1,2013,50083,2016,39.64,wheel_shake,4.685344827586207,12085777.744387208,0.48,121.0815097641038,4.525168019098618,174,171
q-1756523i,Renault Sandero,standart,petrol,4.36,2013,52665,2017,46.39,engine_fuel,4.169482758620689,16079119.922006357,0.1,183.60813988351484,-6.435423294150005,174,172
Y-6535925G,Hyundai Solaris,economy,petrol,5.0,2012,22110,2020,30.5,engine_overheat,4.123218390804598,9298048.05417384,0.1,195.28106918539584,1.7554159834132281,174,173
k26646728S,Hyundai Solaris,economy,petrol,3.78,2015,78109,2020,34.73,break_bug,5.1194252873563215,8221129.9385049585,0.1,122.06719847468776,19.92232873263511,174,174
E10817164G,Smart Coupe,economy,petrol,4.02,2013,44800,2017,29.73,engine_overheat,3.9720114942528735,14476722.909396198,0.1,196.52640204009936,10.49453547928881,174,171
i99098791Y,Skoda Rapid,economy,petrol,3.8,2016,115319,2017,56.31,engine_check,4.541666666666667,7418751.818179077,0.1,153.0,3.895966555688744,174,170
x78013621Q,VW Polo,economy,petrol,4.68,2013,46865,2014,44.04,engine_fuel,3.868045977011494,10123540.9983182,0.1,165.04695403435642,-21.061903262587144,174,173
v72063519l,Renault Kaptur,standart,petrol,3.64,2015,75941,2018,29.15,engine_overheat,4.132701149425287,15077066.04975686,0.1,199.1304800469001,-2.2483567049528626,174,171
G-1501447C,Audi Q3,premium,petrol,5.6,2016,90581,2019,77.74,engine_overheat,4.050287356321839,6405335.484336419,0.1,166.99395122245878,2.324853148312044,174,172
J11325795N,Smart ForFour,economy,petrol,3.76,2015,87064,2022,84.55,another_bug,4.660862068965518,16252162.309431165,0.1,200.0,20.044900369159024,174,173
Z21101596H,Kia Rio X-line,economy,petrol,4.44,2013,47809,2018,36.97,electro_bug,4.30948275862069,9963387.900424508,0.0,172.7054064963598,-15.18896252499637,174,172
J-1113742S,Kia Rio X-line,economy,petrol,4.58,2011,6510,2016,50.91,engine_fuel,4.065402298850574,8511307.423208365,0.1,163.73599884789363,-0.990310000422151,174,171
z66178432L,Hyundai Solaris,economy,petrol,3.24,2014,64668,2016,30.22,engine_overheat,4.065229885057471,13672086.514608737,0.1,197.83989332404036,3.3923967186401276,174,171
Z-5687556v,Kia Sportage,standart,petrol,3.32,2015,78491,2020,56.56,another_bug,4.5216091954022986,14368034.485855348,0.1,182.4488550876019,-3.376237860036894,174,170
t16803701q,Kia Rio X-line,economy,petrol,3.94,2012,26230,2019,58.36,another_bug,4.588563218390805,22359645.298419554,0.1,183.9972436648194,13.63999621260978,174,173
O62055401u,VW Polo,economy,petrol,2.66,2013,51383,2022,34.34,engine_fuel,4.302126436781609,7037365.637187177,0.1,164.91820014649304,-13.42776553676066,174,172
g-1993142v,Smart Coupe,economy,petrol,4.64,2014,59838,2019,52.27,engine_ignition,4.049367816091954,15235245.422423868,0.1,197.87941396646988,5.709241376259278,174,174
b-1419953q,Smart Coupe,economy,petrol,3.74,2016,104414,2017,66.59,engine_ignition,4.091839080459771,10729676.605009973,0.1,185.47244802570603,10.507079904269585,174,174
g20755268p,Renault Sandero,standart,petrol,3.02,2013,51648,2018,48.78,engine_overheat,3.9789655172413796,12356854.989489337,0.1,196.43452767955523,0.4902157874544881,174,173
J-1674693O,Audi A3,premium,petrol,5.44,2015,87134,2019,33.11,electro_bug,4.3068965517241375,26124800.460906822,0.0,187.0,12.576958218898518,174,173
y-4433197h,Hyundai Solaris,economy,petrol,4.68,2015,86319,2016,118.05,another_bug,4.679827586206897,12940077.748447323,0.1,195.0,3.896984900202657,174,168
q13192264P,Renault Kaptur,standart,petrol,4.7,2012,24874,2021,49.25,engine_check,4.432528735632184,12536470.408625413,0.1,157.51099226221984,-12.139719800786157,174,172
Y77058654W,Kia Sportage,standart,petrol,4.2,2011,5777,2020,27.29,engine_overheat,3.90764367816092,15355911.100492364,0.1,199.88021988568985,12.346048608740531,174,173
A-2296917r,Skoda Rapid,economy,petrol,5.72,2017,122213,2017,62.12,engine_check,4.459425287356322,17993733.540408913,0.34,160.0,18.052369977807786,174,171
O-2688441F,Tesla Model 3,premium,electro,4.82,2015,80038,2021,58.85,engine_fuel,4.556149425287356,10274934.820667466,0.1,169.36837491944237,4.348375724573169,174,139
F36891838q,Smart Coupe,economy,petrol,4.3,2014,56441,2018,38.53,electro_bug,4.215747126436781,10153479.020563904,0.0,162.10175891286892,3.028808306845962,174,172
M20797256F,Renault Sandero,standart,petrol,3.84,2014,65913,2016,50.87,engine_overheat,4.042873563218391,16727798.028717643,0.1,196.9753488581586,-1.0797271695124093,174,172
o14161849i,Kia Rio X,economy,petrol,3.2,2011,1695,2021,43.56,engine_ignition,4.2091379310344825,8887826.391959658,0.1,194.2207769632616,-1.0751526899835766,174,173
L14463305V,Renault Kaptur,standart,petrol,3.88,2011,1467,2022,41.33,engine_fuel,4.418908045977012,13576740.301648943,0.1,156.2488359232765,17.19751662103716,174,172
d-1069476v,Nissan Qashqai,standart,petrol,5.16,2013,43645,2017,64.9,engine_ignition,4.062528735632184,14174466.756352318,0.1,199.05838999320213,-9.429409963097847,174,173
A18130070W,Smart ForFour,economy,petrol,3.52,2017,109933,2021,55.09,engine_ignition,4.298103448275862,10207253.883731812,0.1,189.8274761759401,-7.9450070383924025,174,170
N48891421Y,Smart ForFour,economy,petrol,2.36,2016,114706,2017,34.49,engine_overheat,4.120747126436782,16785996.78492345,0.1,191.0971570651385,-25.178544919752085,174,174
r-3882229P,VW Polo VI,economy,petrol,4.48,2014,60885,2018,67.66,another_bug,4.789770114942528,12846805.45697054,0.45,178.0,4.662669678766172,174,170
k-1148512o,Kia Rio X-line,economy,petrol,5.16,2012,20328,2017,73.52,engine_ignition,4.09551724137931,11029849.885025008,0.1,197.69509368248788,1.3454069190256024,174,171
K19117294v,VW Polo VI,economy,petrol,2.88,2011,1427,2014,26.02,wheel_shake,4.5969540229885055,16973299.012497358,0.5,119.0,-11.286803045314862,174,171
R-9698903l,Hyundai Solaris,economy,petrol,4.58,2015,83684,2018,25.54,wheel_shake,4.780229885057471,8526019.220645402,0.1,163.1856559739571,-9.204955173114378,174,169
n18568803d,VW Polo,economy,petrol,3.72,2013,38018,2016,33.57,engine_overheat,3.995229885057471,10217093.592678474,0.1,194.20571186553644,1.448089003466397,174,173
u18380175j,VW Tiguan,economy,petrol,2.96,2014,63594,2020,34.04,break_bug,5.303275862068966,19312856.283138305,0.1,116.14948285036267,-4.5080434186475795,174,173
v48821525w,Kia Rio X,economy,petrol,4.12,2015,78775,2014,31.9,engine_fuel,4.13816091954023,10555631.276544513,0.1,172.54168096746668,-0.8416873265393243,174,171
R-1929076H,Smart ForTwo,economy,petrol,3.92,2014,63873,2020,41.4,engine_overheat,3.9676436781609197,14538421.72131135,0.1,190.78572020116317,1.3632525117673797,174,174
R14565987z,VW Polo VI,economy,petrol,3.34,2012,25356,2022,36.01,break_bug,5.345344827586207,13329756.88483384,0.1,106.99370591742706,4.860903495852597,174,173
j-2092568x,VW Tiguan,economy,petrol,5.16,2017,110577,2020,38.28,break_bug,5.323678160919541,6421261.375072773,0.93,115.71265216065846,-1.2181234755656158,174,174
S45472418H,VW Tiguan,economy,petrol,3.64,2017,133098,2017,33.08,wheel_shake,4.623620689655172,13425307.647660334,0.1,149.70665506274142,1.0686182187214062,174,168
d15211601W,VW Polo VI,economy,petrol,4.66,2011,5349,2015,41.48,wheel_shake,4.548275862068965,12010169.07302244,0.1,118.0,9.569632386184491,174,171
q48434550h,VW Polo VI,economy,petrol,3.62,2015,76820,2021,40.8,electro_bug,4.13764367816092,16342009.776168056,0.0,182.09779259312808,8.720855636558586,174,173
S24664424B,VW Polo VI,economy,petrol,4.72,2015,79581,2018,53.24,engine_check,4.670229885057472,13244742.536154455,0.5,162.0,-1.8214750720980875,174,173
z91353693Z,Nissan Qashqai,standart,petrol,3.2,2013,50271,2016,21.89,break_bug,5.3260919540229885,16143835.510594225,0.1,106.08916680078168,6.886681418390108,174,173
d-1078291X,Smart ForFour,economy,petrol,3.82,2015,88023,2021,48.77,engine_check,4.715,14936659.791035993,0.38,158.11611649087635,2.1748905873219924,174,174
y-2155004p,Smart ForTwo,economy,petrol,7.0,2017,142862,2014,27.2,wheel_shake,4.610804597701149,10417019.456827147,0.1,118.0,2.2458956905156913,174,168
f11749417l,VW Polo VI,economy,petrol,4.08,2013,37996,2022,30.65,break_bug,5.6017816091954025,14228081.163461875,0.67,108.10858691291074,6.79606234171715,174,174
h66939763B,Renault Kaptur,standart,petrol,3.66,2011,8876,2019,45.08,engine_check,4.550689655172414,16231954.475423468,0.1,155.0,6.956751920551237,174,173
d16236969s,VW Polo VI,economy,petrol,3.8,2013,53746,2016,44.77,engine_ignition,4.275114942528735,23187737.469486784,0.1,196.28680641767625,2.5994645891414945,174,173
p25512710L,Fiat 500,business,petrol,2.38,2014,65690,2017,33.71,gear_stick,4.410229885057471,6151188.242955089,0.1,110.14580817396164,11.08844098894345,174,174
F37580132V,Nissan Qashqai,standart,petrol,4.04,2012,22513,2021,27.75,engine_fuel,4.240057471264367,13563405.055139648,0.1,183.6695267527204,-4.236462503751793,174,170
l-4067739z,Renault Kaptur,standart,petrol,5.98,2015,85779,2020,33.95,break_bug,5.700747126436782,9738531.724978104,1.29,103.87165877164924,-3.2191177585897943,174,173
o-2117199c,Renault Sandero,standart,petrol,4.2,2015,81559,2019,130.93,another_bug,4.72735632183908,8978327.912802638,0.1,196.0,10.24669168217265,174,172
w12773963K,VW Polo,economy,petrol,3.4,2014,58768,2017,30.85,break_bug,5.235402298850575,17386561.630984955,0.1,107.71106156196824,8.16610341312418,174,173
C12905383w,Smart ForFour,economy,petrol,4.04,2013,45050,2016,36.76,engine_fuel,4.149367816091954,13112778.593791526,0.1,188.17887486044617,-8.431579639711494,174,169
m27367092i,Kia Rio X,economy,petrol,2.26,2014,54472,2018,35.14,wheel_shake,4.737816091954023,14020968.813942349,0.1,120.65007908251953,10.244178158241976,174,167
v-2285960e,Kia Rio,economy,petrol,4.3,2015,81235,2015,41.18,engine_check,4.76316091954023,15709456.541264206,0.19,157.0,-30.27073794853913,174,172
k49230827x,VW Polo VI,economy,petrol,5.32,2011,4486,2022,55.46,engine_check,4.617471264367817,13718920.658531057,0.1,157.0,10.691670532172957,174,170
A19264202q,Hyundai Solaris,economy,petrol,3.54,2014,58672,2015,24.2,gear_stick,4.412298850574713,10579085.762154564,0.1,113.82939431100496,-0.393437726524771,174,170
x-1917627k,Smart Coupe,economy,petrol,5.08,2013,43212,2020,35.3,electro_bug,4.217528735632184,10457566.499698343,0.0,170.0,-19.01899364855157,174,174
v34523863p,Renault Kaptur,standart,petrol,4.52,2013,38655,2020,29.67,engine_overheat,3.922011494252873,8186786.730713467,0.1,179.0696605665835,8.95349981970969,174,169
L18993999w,Kia Rio X-line,economy,petrol,2.98,2014,58874,2020,45.18,engine_overheat,4.067126436781609,12620336.330292935,0.1,192.23089477349137,-2.521264794847479,174,171
x27866622h,Skoda Rapid,economy,petrol,4.86,2013,57313,2016,36.53,gear_stick,4.536781609195402,12438274.75800299,0.1,116.77074472053772,8.13565246624391,174,173
f-1853653Z,Skoda Rapid,economy,petrol,3.86,2017,115366,2016,52.42,engine_check,4.426091954022988,10625870.932156648,0.1,159.08171589219148,-6.218936721643725,174,172
R-1884707W,Kia Rio X-line,economy,petrol,5.42,2015,82399,2015,49.3,engine_check,4.41551724137931,10289277.995516298,0.1,157.28610081704335,6.494615424583706,174,174
i17810499T,Smart ForFour,economy,petrol,4.28,2015,78931,2014,41.67,engine_fuel,3.8840804597701153,15042392.130563935,0.1,171.6330173514588,-12.92640286392552,174,170
W78299212w,VW Tiguan,economy,petrol,4.32,2016,106048,2018,55.97,engine_check,4.496379310344827,10115255.348896217,0.1,143.0,-1.6934740375107542,174,172
w14433777p,VW Polo,economy,petrol,5.3,2013,37541,2018,50.67,engine_overheat,4.108505747126436,13484017.771506203,0.1,191.41753499844495,2.08599197587289,174,171
H11593230U,VW Polo,economy,petrol,3.1,2014,70488,2019,41.41,engine_overheat,4.003850574712644,21333255.810757294,0.1,197.9874260667667,-4.187986846849672,174,171
h15130253D,Kia Rio X,economy,petrol,4.78,2014,57404,2020,63.54,engine_ignition,3.958793103448276,13297060.682417525,0.1,184.3733283916486,6.284080648412463,174,174
X11054176S,Smart ForTwo,economy,petrol,2.56,2015,85195,2016,26.12,break_bug,5.536436781609195,9648842.75728843,0.1,120.14264925806287,-9.83122270651425,174,171
Z-8446585u,Smart Coupe,economy,petrol,4.82,2017,124925,2019,55.66,engine_ignition,4.204885057471264,14865238.780203065,0.1,191.87084427412535,8.815742417677033,174,174
L12738838U,VW Polo,economy,petrol,3.62,2014,71369,2020,22.32,break_bug,5.070459770114942,20562791.40956226,0.1,111.19166749997844,5.932509346953912,174,173
M13557782G,MINI CooperSE,business,electro,3.3,2014,67013,2017,80.77,engine_ignition,4.0391954022988505,13866593.437375506,0.1,186.9583125064645,3.9853498903314826,174,173
f78630029r,Kia Rio X,economy,petrol,1.86,2012,23636,2016,103.97,another_bug,4.728908045977012,10000365.320657665,0.61,186.0,0.40690006756206254,174,169
O-9483543e,Smart ForFour,economy,petrol,6.46,2014,66105,2020,32.25,engine_fuel,4.179425287356322,12023526.955129333,0.1,169.6465262698295,5.313802987840863,174,169
h-5517689I,Smart Coupe,economy,petrol,6.62,2015,83660,2015,30.26,gear_stick,4.402298850574713,14220058.710904244,0.1,103.45894891704668,-4.526552381777956,174,172
I29670539p,VW Polo VI,economy,petrol,4.08,2014,65345,2015,68.98,another_bug,4.70580459770115,12757370.414269738,0.22,170.96485238567976,0.3529211659865402,174,169
