car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class
c-1205079o,VW Polo VI,economy,petrol,5.34,2015,81446,2021,1425.22,electro_bug
s-1194174G,Smart ForFour,economy,petrol,5.2,2013,51809,2020,3362.14,engine_overheat
z11424698a,Nissan Qashqai,standart,petrol,3.2,2013,41388,2022,2082.07,another_bug
u12808660Q,Smart ForTwo,economy,petrol,4.62,2016,103187,2018,3412.2,wheel_shake
q14308699p,Renault Kaptur,standart,petrol,2.74,2013,39299,2020,1328.48,break_bug
h14275703Y,Nissan Qashqai,standart,petrol,3.36,2015,78299,2019,749.26,gear_stick
f21537042p,VW Polo,economy,petrol,4.08,2015,79471,2015,1208.75,electro_bug
w-1541101s,Kia Rio X-line,economy,petrol,6.66,2012,20822,2016,2460.45,engine_fuel
D85554326y,Skoda Rapid,economy,petrol,4.36,2017,117153,2021,7186.29,engine_ignition
v19622542w,Smart Coupe,economy,petrol,4.78,2014,57663,2016,3326.59,engine_check
g15134858G,Kia Rio,economy,petrol,3.64,2013,35580,2017,3341.69,wheel_shake
T-1971816y,Renault Kaptur,standart,petrol,4.04,2014,55513,2018,6898.5,another_bug
C-9596685X,Kia Rio X-line,economy,petrol,4.3,2014,65593,2014,3886.24,engine_overheat
b-1448976u,Kia Rio X-line,economy,petrol,3.86,2013,39927,2016,2183.59,another_bug
T20813001U,Tesla Model 3,premium,electro,3.98,2017,132784,2017,8585.28,engine_fuel
N-1202466T,Smart ForTwo,economy,petrol,5.96,2015,87099,2018,933.53,wheel_shake
A-1228282M,Skoda Rapid,economy,petrol,4.78,2014,54887,2020,3861.48,engine_ignition
I-4541478k,Hyundai Solaris,economy,petrol,4.72,2015,75641,2016,998.54,another_bug
C72529736J,Smart Coupe,economy,petrol,4.4,2017,111542,2020,1825.35,electro_bug
u-1444692P,Smart ForFour,economy,petrol,5.72,2014,63279,2022,635.25,wheel_shake
D16135750H,Hyundai Solaris,economy,petrol,3.68,2015,77721,2019,409.82,wheel_shake
K-1436228o,Renault Sandero,standart,petrol,4.4,2012,25974,2015,3568.99,engine_check
i-7847314g,Renault Kaptur,standart,petrol,6.04,2013,46500,2018,4604.01,engine_ignition
z-1432906b,VW Polo VI,economy,petrol,5.22,2015,85739,2015,1789.34,engine_overheat
a59990556c,Kia Rio X-line,economy,petrol,3.74,2015,77338,2022,1227.34,engine_overheat
N96513993C,VW Polo VI,economy,petrol,3.82,2012,19927,2019,3875.07,engine_check
i-1870741R,Kia Rio X,economy,petrol,5.58,2013,42608,2020,1726.82,engine_check
s-1843132u,Nissan Qashqai,standart,petrol,5.56,2015,86453,2020,5843.37,engine_check
o-1115986v,Skoda Rapid,economy,petrol,4.52,2014,65133,2020,432.04,wheel_shake
t38578752d,VW Polo,economy,petrol,3.72,2012,20727,2019,6793.45,engine_ignition
C10051284I,Nissan Qashqai,standart,petrol,4.08,2015,87054,2020,2083.75,gear_stick
l13569942Y,Volkswagen ID.4 ,premium,electro,4.24,2016,98037,2020,44222.43,engine_overheat
h-2041660O,Nissan Qashqai,standart,petrol,4.62,2015,77163,2021,3190.02,engine_check
z-1435869q,Hyundai Solaris,economy,petrol,4.08,2014,57648,2018,4147.9,engine_ignition
T-5519773T,Renault Kaptur,standart,petrol,5.96,2015,71302,2021,481.93,gear_stick
O-5485697r,VW Polo,economy,petrol,6.1,2011,1620,2017,2181.77,another_bug
P-1558274R,Smart ForFour,economy,petrol,4.92,2013,46553,2021,5802.07,engine_overheat
x-2038594x,Kia Sportage,standart,petrol,4.58,2015,84944,2018,941.16,gear_stick
D-6990841m,Kia Sportage,standart,petrol,4.14,2013,40420,2019,3193.62,break_bug
A65531464N,Hyundai Solaris,economy,petrol,3.26,2014,66086,2022,1440.3,engine_fuel
o77710485U,Skoda Rapid,economy,petrol,4.7,2015,82464,2016,4978.64,engine_ignition
Z19095231c,Smart ForTwo,economy,petrol,4.04,2013,39390,2019,1074.72,electro_bug
T10888967t,Mini Cooper,business,petrol,4.0,2011,60,2019,992.36,engine_overheat
p-2255017N,Smart ForTwo,economy,petrol,5.1,2013,50083,2016,2233.89,wheel_shake
q-1756523i,Renault Sandero,standart,petrol,4.36,2013,52665,2017,2195.1,engine_fuel
Y-6535925G,Hyundai Solaris,economy,petrol,5.0,2012,22110,2020,707.24,engine_overheat
k26646728S,Hyundai Solaris,economy,petrol,3.78,2015,78109,2020,1916.11,break_bug
E10817164G,Smart Coupe,economy,petrol,4.02,2013,44800,2017,1314.81,engine_overheat
i99098791Y,Skoda Rapid,economy,petrol,3.8,2016,115319,2017,2334.42,engine_check
x78013621Q,VW Polo,economy,petrol,4.68,2013,46865,2014,1313.13,engine_fuel
v72063519l,Renault Kaptur,standart,petrol,3.64,2015,75941,2018,842.59,engine_overheat
G-1501447C,Audi Q3,premium,petrol,5.6,2016,90581,2019,22636.59,engine_overheat
J11325795N,Smart ForFour,economy,petrol,3.76,2015,87064,2022,6140.92,another_bug
Z21101596H,Kia Rio X-line,economy,petrol,4.44,2013,47809,2018,1297.35,electro_bug
J-1113742S,Kia Rio X-line,economy,petrol,4.58,2011,6510,2016,3857.87,engine_fuel
z66178432L,Hyundai Solaris,economy,petrol,3.24,2014,64668,2016,974.02,engine_overheat
Z-5687556v,Kia Sportage,standart,petrol,3.32,2015,78491,2020,1113.0,another_bug
t16803701q,Kia Rio X-line,economy,petrol,3.94,2012,26230,2019,864.61,another_bug
O62055401u,VW Polo,economy,petrol,2.66,2013,51383,2022,517.05,engine_fuel
g-1993142v,Smart Coupe,economy,petrol,4.64,2014,59838,2019,6876.38,engine_ignition
b-1419953q,Smart Coupe,economy,petrol,3.74,2016,104414,2017,5846.05,engine_ignition
g20755268p,Renault Sandero,standart,petrol,3.02,2013,51648,2018,5675.65,engine_overheat
J-1674693O,Audi A3,premium,petrol,5.44,2015,87134,2019,9221.41,electro_bug
y-4433197h,Hyundai Solaris,economy,petrol,4.68,2015,86319,2016,8431.0,another_bug
q13192264P,Renault Kaptur,standart,petrol,4.7,2012,24874,2021,5241.01,engine_check
Y77058654W,Kia Sportage,standart,petrol,4.2,2011,5777,2020,1203.49,engine_overheat
A-2296917r,Skoda Rapid,economy,petrol,5.72,2017,122213,2017,5115.47,engine_check
O-2688441F,Tesla Model 3,premium,electro,4.82,2015,80038,2021,11247.94,engine_fuel
F36891838q,Smart Coupe,economy,petrol,4.3,2014,56441,2018,4769.71,electro_bug
M20797256F,Renault Sandero,standart,petrol,3.84,2014,65913,2016,7980.02,engine_overheat
o14161849i,Kia Rio X,economy,petrol,3.2,2011,1695,2021,1943.62,engine_ignition
L14463305V,Renault Kaptur,standart,petrol,3.88,2011,1467,2022,1632.04,engine_fuel
d-1069476v,Nissan Qashqai,standart,petrol,5.16,2013,43645,2017,5776.63,engine_ignition
A18130070W,Smart ForFour,economy,petrol,3.52,2017,109933,2021,3953.61,engine_ignition
N48891421Y,Smart ForFour,economy,petrol,2.36,2016,114706,2017,1086.4,engine_overheat
r-3882229P,VW Polo VI,economy,petrol,4.48,2014,60885,2018,3501.59,another_bug
k-1148512o,Kia Rio X-line,economy,petrol,5.16,2012,20328,2017,6668.45,engine_ignition
K19117294v,VW Polo VI,economy,petrol,2.88,2011,1427,2014,975.43,wheel_shake
R-9698903l,Hyundai Solaris,economy,petrol,4.58,2015,83684,2018,606.64,wheel_shake
n18568803d,VW Polo,economy,petrol,3.72,2013,38018,2016,947.8,engine_overheat
u18380175j,VW Tiguan,economy,petrol,2.96,2014,63594,2020,2005.08,break_bug
v48821525w,Kia Rio X,economy,petrol,4.12,2015,78775,2014,885.96,engine_fuel
R-1929076H,Smart ForTwo,economy,petrol,3.92,2014,63873,2020,2447.31,engine_overheat
R14565987z,VW Polo VI,economy,petrol,3.34,2012,25356,2022,4744.72,break_bug
j-2092568x,VW Tiguan,economy,petrol,5.16,2017,110577,2020,2077.22,break_bug
S45472418H,VW Tiguan,economy,petrol,3.64,2017,133098,2017,652.62,wheel_shake
d15211601W,VW Polo VI,economy,petrol,4.66,2011,5349,2015,1702.6,wheel_shake
q48434550h,VW Polo VI,economy,petrol,3.62,2015,76820,2021,6721.09,electro_bug
S24664424B,VW Polo VI,economy,petrol,4.72,2015,79581,2018,3341.64,engine_check
z91353693Z,Nissan Qashqai,standart,petrol,3.2,2013,50271,2016,538.37,break_bug
d-1078291X,Smart ForFour,economy,petrol,3.82,2015,88023,2021,2591.23,engine_check
y-2155004p,Smart ForTwo,economy,petrol,7.0,2017,142862,2014,530.79,wheel_shake
f11749417l,VW Polo VI,economy,petrol,4.08,2013,37996,2022,876.4,break_bug
h66939763B,Renault Kaptur,standart,petrol,3.66,2011,8876,2019,2268.61,engine_check
d16236969s,VW Polo VI,economy,petrol,3.8,2013,53746,2016,2821.92,engine_ignition
p25512710L,Fiat 500,business,petrol,2.38,2014,65690,2017,3916.81,gear_stick
F37580132V,Nissan Qashqai,standart,petrol,4.04,2012,22513,2021,938.12,engine_fuel
l-4067739z,Renault Kaptur,standart,petrol,5.98,2015,85779,2020,3206.94,break_bug
o-2117199c,Renault Sandero,standart,petrol,4.2,2015,81559,2019,8118.79,another_bug
w12773963K,VW Polo,economy,petrol,3.4,2014,58768,2017,2526.36,break_bug
C12905383w,Smart ForFour,economy,petrol,4.04,2013,45050,2016,1316.09,engine_fuel
m27367092i,Kia Rio X,economy,petrol,2.26,2014,54472,2018,1074.4,wheel_shake
v-2285960e,Kia Rio,economy,petrol,4.3,2015,81235,2015,1333.88,engine_check
k49230827x,VW Polo VI,economy,petrol,5.32,2011,4486,2022,3397.61,engine_check
A19264202q,Hyundai Solaris,economy,petrol,3.54,2014,58672,2015,679.63,gear_stick
x-1917627k,Smart Coupe,economy,petrol,5.08,2013,43212,2020,3803.05,electro_bug
v34523863p,Renault Kaptur,standart,petrol,4.52,2013,38655,2020,974.36,engine_overheat
L18993999w,Kia Rio X-line,economy,petrol,2.98,2014,58874,2020,3346.69,engine_overheat
x27866622h,Skoda Rapid,economy,petrol,4.86,2013,57313,2016,2967.62,gear_stick
f-1853653Z,Skoda Rapid,economy,petrol,3.86,2017,115366,2016,3279.68,engine_check
R-1884707W,Kia Rio X-line,economy,petrol,5.42,2015,82399,2015,1851.31,engine_check
i17810499T,Smart ForFour,economy,petrol,4.28,2015,78931,2014,1661.95,engine_fuel
W78299212w,VW Tiguan,economy,petrol,4.32,2016,106048,2018,2328.32,engine_check
w14433777p,VW Polo,economy,petrol,5.3,2013,37541,2018,3797.84,engine_overheat
H11593230U,VW Polo,economy,petrol,3.1,2014,70488,2019,2007.91,engine_overheat
h15130253D,Kia Rio X,economy,petrol,4.78,2014,57404,2020,8421.58,engine_ignition
X11054176S,Smart ForTwo,economy,petrol,2.56,2015,85195,2016,1255.23,break_bug
Z-8446585u,Smart Coupe,economy,petrol,4.82,2017,124925,2019,3659.17,engine_ignition
L12738838U,VW Polo,economy,petrol,3.62,2014,71369,2020,395.09,break_bug
M13557782G,MINI CooperSE,business,electro,3.3,2014,67013,2017,25715.43,engine_ignition
f78630029r,Kia Rio X,economy,petrol,1.86,2012,23636,2016,14804.61,another_bug
O-9483543e,Smart ForFour,economy,petrol,6.46,2014,66105,2020,639.18,engine_fuel
h-5517689I,Smart Coupe,economy,petrol,6.62,2015,83660,2015,1389.69,gear_stick
I29670539p,VW Polo VI,economy,petrol,4.08,2014,65345,2015,6063.1,another_bug
u-1562836u,Audi A4,premium,petrol,5.56,2013,43451,2020,2933.45,gear_stick
f-1256567w,Skoda Rapid,economy,petrol,4.16,2016,97530,2022,882.65,engine_fuel
d-1499264O,Hyundai Solaris,economy,petrol,6.18,2013,37077,2019,6980.78,engine_overheat
k-9974810a,Smart Coupe,economy,petrol,5.88,2016,113067,2018,3633.87,electro_bug
I58543255u,Kia Sportage,standart,petrol,4.48,2011,2524,2016,360.83,break_bug
J-4114552o,VW Polo,economy,petrol,3.86,2014,59925,2015,6611.46,engine_ignition
v-1348159h,Smart Coupe,economy,petrol,4.88,2017,111568,2022,976.42,break_bug
o-4164928U,VW Polo,economy,petrol,5.24,2012,21138,2019,1108.65,wheel_shake
H44042475h,VW Polo,economy,petrol,3.88,2015,98210,2017,4807.43,engine_check
W67288330r,Renault Sandero,standart,petrol,5.1,2014,62613,2016,256.84,engine_fuel
o12808130Q,Kia Rio X,economy,petrol,2.66,2012,25637,2017,502.32,engine_fuel
M-6381482U,Kia Sportage,standart,petrol,4.36,2013,36160,2017,425.99,engine_overheat
u-1483442N,Mini Cooper,business,petrol,5.4,2012,22537,2015,18716.58,engine_check
S50025102C,Skoda Rapid,economy,petrol,2.54,2017,109901,2017,2397.58,break_bug
w-3920980N,BMW 320i,business,petrol,5.38,2014,67242,2018,8079.62,engine_check
Q12332938h,Kia Rio X,economy,petrol,3.94,2011,445,2021,5363.14,another_bug
j-2299409Z,VW Polo,economy,petrol,4.0,2012,26801,2016,1890.97,another_bug
K11706281f,Renault Kaptur,standart,petrol,3.4,2015,85456,2019,3402.26,engine_overheat
O-2486036j,Fiat 500,business,petrol,5.1,2012,18532,2016,5233.92,engine_overheat
t-8810902I,VW Tiguan,economy,petrol,5.32,2017,118747,2018,1720.43,wheel_shake
h20475534X,Kia Rio X,economy,petrol,3.5,2013,47829,2018,975.12,engine_fuel
q-2262220H,Smart ForTwo,economy,petrol,5.38,2014,66518,2017,3456.76,engine_check
V86791015e,Smart ForFour,economy,petrol,3.68,2017,122539,2020,2868.97,gear_stick
k-4177928A,VW Polo VI,economy,petrol,5.08,2013,43755,2022,3826.45,engine_overheat
i12582651H,Skoda Rapid,economy,petrol,3.98,2016,106360,2019,3186.98,another_bug
D-8879476a,Smart ForFour,economy,petrol,4.94,2017,123522,2021,5099.18,electro_bug
A-4388746k,VW Tiguan,economy,petrol,4.42,2017,124735,2022,1732.31,engine_fuel
v10840367M,Kia Sportage,standart,petrol,4.4,2013,41512,2022,3529.05,engine_ignition
T69253406y,VW Polo VI,economy,petrol,3.08,2014,62414,2020,3959.91,electro_bug
C17218196q,Smart Coupe,economy,petrol,1.94,2017,118960,2015,1338.54,break_bug
Y22725587G,Smart Coupe,economy,petrol,4.52,2016,119546,2019,575.54,wheel_shake
D-1297931h,Smart ForFour,economy,petrol,4.52,2013,43144,2014,959.77,electro_bug
o-3452756G,BMW 320i,business,petrol,4.86,2017,123446,2018,7786.76,electro_bug
o-3097493N,Smart Coupe,economy,petrol,4.4,2016,99622,2015,837.57,wheel_shake
U-1111974C,Kia Rio,economy,petrol,6.22,2013,48222,2016,3484.57,break_bug
Y-1175573T,Kia Rio,economy,petrol,3.7,2014,59519,2018,1817.65,engine_fuel
R-1348537L,Renault Sandero,standart,petrol,4.84,2015,76373,2021,4096.04,engine_ignition
G-6080211i,Kia Rio X-line,economy,petrol,5.68,2013,39878,2017,11765.82,another_bug
N18096525X,VW Polo VI,economy,petrol,3.94,2015,87410,2018,1857.81,engine_fuel
Z-1507790Z,Renault Kaptur,standart,petrol,7.0,2014,60667,2016,5207.24,engine_ignition
n20176674t,VW Tiguan,economy,petrol,3.44,2016,93902,2018,6006.18,engine_ignition
a22370652k,Kia Rio,economy,petrol,4.56,2013,46108,2021,1018.67,break_bug
y-1494852A,Hyundai Solaris,economy,petrol,4.04,2013,46673,2018,1929.84,engine_fuel
n-9327549l,Hyundai Solaris,economy,petrol,4.88,2012,24217,2015,295.58,wheel_shake
I20629724K,Nissan Qashqai,standart,petrol,4.16,2015,82296,2015,3375.63,gear_stick
P33310269L,Audi A4,premium,petrol,3.0,2016,110790,2018,3941.69,engine_overheat
D-2197400i,Hyundai Solaris,economy,petrol,5.14,2015,89915,2021,993.45,another_bug
o-1745163l,Smart ForFour,economy,petrol,5.5,2016,97488,2017,7966.08,engine_ignition
V96754329h,Audi Q3,premium,petrol,4.0,2017,134712,2021,3685.08,engine_fuel
Y17319354d,Smart ForFour,economy,petrol,3.32,2017,123031,2018,8440.01,engine_ignition
k11526558b,Renault Sandero,standart,petrol,2.48,2014,60936,2018,496.26,engine_overheat
T-9114355z,Kia Sportage,standart,petrol,5.84,2014,65927,2021,2717.01,engine_check
W-1538165q,Audi Q3,premium,petrol,5.18,2014,56871,2019,10451.34,engine_fuel
P86492880m,Hyundai Solaris,economy,petrol,3.08,2013,43200,2017,1723.95,engine_fuel
a56690336a,Skoda Rapid,economy,petrol,3.02,2015,84606,2020,2439.53,engine_ignition
d49016497x,Kia Sportage,standart,petrol,3.7,2014,64602,2020,1550.3,engine_fuel
p17927557N,VW Polo,economy,petrol,2.86,2013,37381,2018,242.22,engine_fuel
f-1833647Q,Smart ForFour,economy,petrol,4.98,2014,60544,2020,5076.19,engine_ignition
G-5802745y,Skoda Rapid,economy,petrol,5.22,2013,51503,2018,844.49,wheel_shake
n72821280e,Smart ForFour,economy,petrol,3.5,2017,110571,2016,862.89,engine_overheat
I14877267r,Smart ForTwo,economy,petrol,2.48,2015,75096,2018,3291.79,electro_bug
n19095522k,Kia Rio X,economy,petrol,4.2,2013,47381,2016,2039.11,engine_overheat
M16247717Y,Smart ForFour,economy,petrol,3.66,2014,67572,2015,3064.75,break_bug
K94908453V,Smart Coupe,economy,petrol,3.2,2016,93891,2021,2439.22,engine_fuel
C-1615695X,Skoda Rapid,economy,petrol,3.88,2014,58680,2014,2408.44,gear_stick
k25002330L,MINI CooperSE,business,electro,4.44,2015,74028,2017,34915.98,engine_check
K23027223e,Smart ForTwo,economy,petrol,3.82,2017,127971,2022,3788.94,electro_bug
e-2141689x,Smart ForFour,economy,petrol,5.38,2015,88111,2018,2377.67,gear_stick
i-2296057M,Hyundai Solaris,economy,petrol,5.2,2015,86195,2018,4361.76,electro_bug
j10329551Q,VW Polo VI,economy,petrol,3.08,2013,37113,2015,1406.9,gear_stick
U43132093r,Audi Q3,premium,petrol,4.68,2017,123612,2020,5181.24,engine_overheat
P22362100d,VW Polo VI,economy,petrol,4.16,2011,7408,2019,2507.84,another_bug
q11710186w,Hyundai Solaris,economy,petrol,4.88,2011,3402,2021,4278.82,engine_check
u-1256596i,Renault Sandero,standart,petrol,4.46,2012,25331,2018,1136.52,gear_stick
b-1441595E,Mini Cooper,business,petrol,4.06,2011,4287,2018,3553.65,engine_fuel
C88130543S,Hyundai Solaris,economy,petrol,4.26,2015,82124,2016,3029.94,electro_bug
k-2258315m,Kia Sportage,standart,petrol,6.18,2014,63172,2015,4381.56,engine_ignition
u-8880366u,Renault Sandero,standart,petrol,5.32,2015,77837,2017,3273.75,engine_fuel
L73176899o,Smart ForFour,economy,petrol,4.84,2016,102637,2022,4819.4,engine_check
j10534290W,Hyundai Solaris,economy,petrol,4.3,2013,48613,2018,529.27,break_bug
W-1261565K,Kia Sportage,standart,petrol,5.16,2015,86859,2018,6843.31,another_bug
f21748487q,Smart ForFour,economy,petrol,4.16,2015,82733,2016,3363.31,another_bug
N-3700375g,Audi Q3,premium,petrol,6.0,2015,85995,2017,8101.48,another_bug
W11094351T,Renault Kaptur,standart,petrol,3.46,2014,54853,2020,656.07,engine_overheat
e-1632869f,VW Polo,economy,petrol,4.48,2015,84498,2015,7309.87,engine_overheat
A-7245140H,VW Polo VI,economy,petrol,4.42,2011,286,2016,1667.31,gear_stick
a38819194R,Nissan Qashqai,standart,petrol,3.36,2014,67444,2022,892.57,gear_stick
D88344444z,VW Polo,economy,petrol,3.1,2014,60207,2022,10885.07,engine_ignition
E-2196240r,Kia Rio X,economy,petrol,3.96,2015,84437,2019,1227.56,break_bug
P58511672r,Kia Rio X,economy,petrol,4.36,2012,24978,2016,1166.93,gear_stick
U19913900a,Kia Rio,economy,petrol,4.38,2012,21139,2018,1798.85,break_bug
X88728094G,Renault Sandero,standart,petrol,3.9,2015,75874,2020,1319.76,engine_overheat
K14458511K,Skoda Rapid,economy,petrol,3.46,2017,138813,2018,605.53,break_bug
d-3934635Q,Kia Rio X-line,economy,petrol,6.76,2013,45317,2021,1504.53,wheel_shake
S-8631452Q,VW Tiguan,economy,petrol,3.76,2015,78146,2022,3527.38,engine_check
Q58926665G,Renault Sandero,standart,petrol,4.32,2012,24647,2019,1968.53,engine_fuel
W-1652862N,Nissan Qashqai,standart,petrol,3.4,2013,50678,2018,951.77,engine_overheat
X18004949I,Kia Rio X-line,economy,petrol,4.04,2011,1053,2015,2998.79,another_bug
E-4467489A,Nissan Qashqai,standart,petrol,4.18,2013,42041,2018,616.7,engine_fuel
p15480858O,Smart ForTwo,economy,petrol,5.48,2013,41678,2021,1805.76,engine_check
e64842741d,Kia Rio X-line,economy,petrol,4.06,2011,2206,2020,3309.95,break_bug
f-6608406e,Audi Q3,premium,petrol,4.42,2017,139872,2017,8506.96,engine_overheat
f-1958284u,VW Polo VI,economy,petrol,4.96,2011,5779,2020,6438.71,another_bug
I-5997907e,Hyundai Solaris,economy,petrol,4.98,2011,6502,2016,923.78,engine_fuel
A-1079539w,Renault Kaptur,standart,petrol,5.4,2014,76591,2015,2674.5,engine_overheat
G-1995566F,Kia Rio,economy,petrol,5.92,2015,86397,2016,2352.1,electro_bug
o25113856w,Kia Sportage,standart,petrol,3.42,2013,41053,2020,1608.03,gear_stick
Z-6848638K,Smart Coupe,economy,petrol,4.32,2015,78524,2018,3868.5,wheel_shake
L-8838271K,Kia Rio X-line,economy,petrol,4.88,2013,42058,2014,2580.1,engine_fuel
S16201816J,Hyundai Solaris,economy,petrol,3.76,2011,1312,2015,3061.37,another_bug
W-5465085u,Fiat 500,business,petrol,5.98,2014,61075,2016,9848.78,engine_check
i-1727733j,Renault Sandero,standart,petrol,3.76,2011,6833,2021,3736.25,engine_overheat
I-2277221J,Hyundai Solaris,economy,petrol,4.92,2014,56415,2017,411.76,engine_fuel
J12910153n,Kia Rio X-line,economy,petrol,4.6,2011,3035,2019,918.07,electro_bug
N76275408I,Smart ForFour,economy,petrol,4.86,2017,114970,2019,2049.76,engine_check
t11302884D,Hyundai Solaris,economy,petrol,2.5,2013,53632,2019,834.19,engine_fuel
R-2936061K,Mercedes-Benz GLC,business,petrol,4.56,2015,88920,2019,16164.82,engine_overheat
v-1922740b,Renault Sandero,standart,petrol,4.16,2013,37113,2016,9040.43,engine_check
m22595960l,VW Tiguan,economy,petrol,2.7,2016,97362,2018,3761.92,engine_ignition
m-1081136r,Nissan Qashqai,standart,petrol,5.84,2011,3443,2016,8003.39,another_bug
T-4791409E,Kia Rio X,economy,petrol,4.94,2014,68375,2020,840.4,break_bug
H22874195d,VW Polo VI,economy,petrol,2.98,2011,1184,2019,467.08,engine_overheat
C13109091o,VW Tiguan,economy,petrol,3.9,2013,48229,2019,7073.6,engine_ignition
h14762717O,Smart ForFour,economy,petrol,3.54,2017,121535,2021,1193.09,another_bug
M-1111680h,Renault Sandero,standart,petrol,4.74,2011,10397,2020,9751.41,engine_ignition
f-1640048B,Kia Rio X,economy,petrol,5.88,2015,77785,2019,3553.42,another_bug
C-1072482Q,VW Polo VI,economy,petrol,4.6,2015,87101,2016,341.89,engine_fuel
R63811585p,VW Tiguan,economy,petrol,2.92,2014,56278,2020,898.87,engine_overheat
d-1051262p,Smart ForFour,economy,petrol,4.38,2013,37920,2015,1003.22,engine_overheat
i11748425a,Smart ForFour,economy,petrol,3.26,2015,77266,2018,2811.94,gear_stick
a97165984P,Nissan Qashqai,standart,petrol,3.88,2013,48536,2022,2386.96,another_bug
P20515953Y,VW Polo VI,economy,petrol,2.62,2013,42127,2018,1759.16,break_bug
M-1963958p,Renault Kaptur,standart,petrol,4.48,2014,58255,2017,465.83,engine_fuel
o21869800I,Smart ForFour,economy,petrol,3.36,2015,88730,2015,2457.85,electro_bug
t87727056H,Skoda Rapid,economy,petrol,3.8,2013,45784,2015,8576.36,engine_ignition
k21821329d,Renault Sandero,standart,petrol,4.06,2014,62443,2019,2942.87,engine_fuel
e-1793470V,VW Polo VI,economy,petrol,3.0,2014,65351,2021,854.53,engine_overheat
U-6122657S,Skoda Rapid,economy,petrol,6.0,2014,68017,2014,1331.55,electro_bug
N41647899e,Kia Rio X-line,economy,petrol,3.8,2011,4544,2015,3088.21,engine_overheat
N22527355E,VW Polo,economy,petrol,2.58,2015,86219,2017,2154.37,engine_fuel
H17549143D,Hyundai Solaris,economy,petrol,5.06,2015,92005,2018,1661.32,break_bug
h-2128254A,Skoda Rapid,economy,petrol,4.48,2015,74879,2017,1823.74,electro_bug
e11547536L,Kia Rio X-line,economy,petrol,3.8,2015,93813,2021,976.12,gear_stick
y-3814795q,Smart ForFour,economy,petrol,5.02,2015,82138,2020,1498.65,break_bug
V12462480t,Smart Coupe,economy,petrol,3.76,2016,102285,2021,4259.42,engine_check
p22133368b,Tesla Model 3,premium,electro,3.06,2014,66621,2019,72270.26,electro_bug
M-1786506l,Kia Sportage,standart,petrol,5.24,2014,57237,2017,982.18,break_bug
E-1192475T,Renault Sandero,standart,petrol,5.7,2015,81063,2020,2056.93,engine_overheat
E11949860p,Audi Q3,premium,petrol,2.0,2017,135954,2022,2409.97,gear_stick
h-2096845p,Smart Coupe,economy,petrol,4.76,2014,65374,2017,3960.05,engine_check
G17430753s,VW Polo VI,economy,petrol,4.64,2012,23321,2021,4622.74,gear_stick
w-5388022o,Renault Kaptur,standart,petrol,4.7,2013,48318,2020,3405.32,another_bug
B25854093d,Nissan Qashqai,standart,petrol,4.04,2011,7381,2021,458.06,engine_fuel
Z69629123S,Hyundai Solaris,economy,petrol,3.92,2013,36824,2016,4232.08,engine_check
h-1428946I,VW Polo VI,economy,petrol,4.64,2014,53211,2019,726.05,wheel_shake
S-1358921N,VW Polo,economy,petrol,6.36,2014,59952,2019,7916.74,another_bug
Z60401723J,Kia Sportage,standart,petrol,4.84,2012,24305,2017,2672.71,engine_overheat
s18901076N,Renault Sandero,standart,petrol,4.0,2015,76276,2016,7024.47,another_bug
V-1176448O,Kia Sportage,standart,petrol,4.18,2011,3472,2019,1809.22,engine_overheat
j26265780j,Skoda Rapid,economy,petrol,3.94,2014,59947,2017,2606.62,engine_ignition
r48172718A,Skoda Rapid,economy,petrol,4.0,2014,58143,2019,908.63,gear_stick
d-8002745O,Nissan Qashqai,standart,petrol,4.7,2015,86086,2017,3550.91,electro_bug
q-1487182h,VW Tiguan,economy,petrol,6.34,2015,82698,2018,639.77,wheel_shake
D-8569809Z,Renault Sandero,standart,petrol,5.06,2012,24403,2021,1723.61,gear_stick
v-1780358c,BMW 320i,business,petrol,4.92,2016,101821,2019,21268.97,engine_ignition
I-1820859i,Renault Sandero,standart,petrol,5.72,2015,81120,2019,1853.24,gear_stick
q22680253Z,Audi A3,premium,petrol,3.86,2014,63825,2019,10241.98,engine_ignition
E-1232264m,VW Polo VI,economy,petrol,5.76,2013,41722,2021,9477.69,engine_check
Z12282683t,MINI CooperSE,business,electro,3.84,2014,61001,2020,5829.17,engine_overheat
w-4694330w,Kia Sportage,standart,petrol,4.32,2013,41311,2018,4428.69,another_bug
u41475684g,Kia Rio X-line,economy,petrol,4.44,2015,76977,2017,946.0,electro_bug
v22877971A,VW Polo VI,economy,petrol,3.32,2015,75595,2021,10847.7,another_bug
U-1810601i,VW Polo VI,economy,petrol,4.5,2012,24759,2017,1667.72,break_bug
f-1733732O,Kia Rio X,economy,petrol,4.28,2014,61920,2018,454.62,engine_fuel
T89595628a,Kia Rio X-line,economy,petrol,4.1,2011,3523,2015,1692.7,another_bug
Z-2109687y,Hyundai Solaris,economy,petrol,5.76,2013,45373,2017,634.33,wheel_shake
r21497854N,Kia Rio X-line,economy,petrol,3.84,2013,48566,2016,1929.52,wheel_shake
U59594722h,Fiat 500,business,petrol,3.48,2012,25103,2021,3953.7,break_bug
v-9816729Z,Renault Kaptur,standart,petrol,5.78,2013,52799,2015,1563.47,another_bug
h-1856871O,Mercedes-Benz GLC,business,petrol,4.64,2014,69197,2016,13956.27,gear_stick
