car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_class,year_to_work,target_reg
business,petrol,5.38,2014,67242,w-3920980N,BMW 320i,engine_check,2018,54.36975505152972
economy,petrol,3.94,2011,445,Q12332938h,Kia Rio X,another_bug,2021,82.83624284258298
economy,petrol,4.0,2012,26801,j-2299409Z,VW Polo,another_bug,2016,59.34457737873636
standart,petrol,5.84,2013,55500,Q-1583701a,Renault Sandero,gear_stick,2016,29.11531370631346
standart,petrol,3.4,2015,85456,K11706281f,Renault Kaptur,engine_overheat,2019,48.67319444182067
economy,petrol,4.54,2017,123330,J-1966936j,Smart ForTwo,another_bug,2020,68.19084310639727
standart,petrol,4.1,2014,67987,p97277001v,Nissan Qashqai,engine_ignition,2018,54.461806816566686
standart,petrol,5.86,2014,63172,A-1959167m,Nissan Qashqai,electro_bug,2022,31.29773109265626
business,petrol,5.1,2012,18532,O-2486036j,Fiat 500,engine_overheat,2016,46.96945852412415
economy,petrol,5.7,2014,72420,b-1232634R,Smart ForTwo,electro_bug,2018,32.32483752000565
standart,petrol,3.94,2013,43875,C14499779J,Renault Sandero,break_bug,2019,40.66942291674893
standart,petrol,4.14,2014,57325,A-1900042l,Renault Kaptur,gear_stick,2016,26.376058203219255
economy,petrol,5.32,2017,118747,t-8810902I,VW Tiguan,wheel_shake,2018,33.44266013121407
economy,petrol,3.5,2013,47829,h20475534X,Kia Rio X,engine_fuel,2018,40.447506317505315
economy,petrol,5.38,2014,66518,q-2262220H,Smart ForTwo,engine_check,2017,43.16552978821837
economy,petrol,3.68,2017,122539,V86791015e,Smart ForFour,gear_stick,2020,33.58431099428043
standart,petrol,4.32,2015,78181,D47614465T,Nissan Qashqai,gear_stick,2020,25.199686224058336
economy,petrol,5.08,2013,43755,k-4177928A,VW Polo VI,engine_overheat,2022,40.51852910016856
economy,petrol,3.98,2016,106360,i12582651H,Skoda Rapid,another_bug,2019,55.003266658437234
economy,petrol,3.9,2014,62170,i55328849i,Kia Rio X,another_bug,2022,70.22216766552286
economy,petrol,4.94,2017,123522,D-8879476a,Smart ForFour,electro_bug,2021,51.0776078667779
standart,petrol,4.52,2015,86186,L14501903b,Renault Sandero,engine_overheat,2021,43.61914276096563
economy,petrol,4.42,2017,124735,A-4388746k,VW Tiguan,engine_fuel,2022,49.02372106913915
economy,petrol,3.38,2013,47302,U61603538T,Hyundai Solaris,electro_bug,2016,29.142199121439695
standart,petrol,4.4,2013,41512,v10840367M,Kia Sportage,engine_ignition,2022,56.399355028500125
economy,petrol,3.08,2014,62414,T69253406y,VW Polo VI,electro_bug,2020,30.95068939697843
economy,petrol,1.94,2017,118960,C17218196q,Smart Coupe,break_bug,2015,29.386678925569395
economy,petrol,4.7,2015,76246,Z-2000448T,Hyundai Solaris,gear_stick,2017,33.18715505958446
economy,petrol,4.52,2016,119546,Y22725587G,Smart Coupe,wheel_shake,2019,32.151908448522086
standart,petrol,4.38,2014,58362,V21733186R,Nissan Qashqai,another_bug,2018,56.314471089847416
standart,petrol,3.86,2013,37464,x38176093d,Nissan Qashqai,electro_bug,2016,24.210554430002258
economy,petrol,4.54,2011,2974,S-1872523D,VW Polo,wheel_shake,2016,32.258880948932436
economy,petrol,4.52,2013,43144,D-1297931h,Smart ForFour,electro_bug,2014,30.45015465987995
standart,petrol,5.32,2013,41232,U-9105241l,Renault Sandero,engine_check,2019,48.75192544697178
business,petrol,4.86,2017,123446,o-3452756G,BMW 320i,electro_bug,2018,35.67513478604374
economy,petrol,4.92,2016,94030,d-1067020V,Smart Coupe,engine_check,2021,65.12038055384859
economy,petrol,4.4,2016,99622,o-3097493N,Smart Coupe,wheel_shake,2015,28.217871792274707
economy,petrol,6.22,2013,48222,U-1111974C,Kia Rio,break_bug,2016,34.046102989262174
economy,petrol,3.12,2011,3733,T13652201h,VW Polo VI,break_bug,2018,33.075427791384065
economy,petrol,3.7,2014,59519,Y-1175573T,Kia Rio,engine_fuel,2018,41.00351750627505
economy,petrol,3.82,2014,58810,v83124010d,Kia Rio X-line,engine_check,2022,55.534966065857006
economy,petrol,5.14,2016,103693,c-5320374q,Smart ForTwo,engine_ignition,2017,50.41259107586386
standart,petrol,4.84,2015,76373,R-1348537L,Renault Sandero,engine_ignition,2021,53.76664356487753
economy,petrol,5.68,2013,39878,G-6080211i,Kia Rio X-line,another_bug,2017,92.69843930562575
economy,petrol,3.94,2015,87410,N18096525X,VW Polo VI,engine_fuel,2018,41.52363588609722
standart,petrol,7.0,2014,60667,Z-1507790Z,Renault Kaptur,engine_ignition,2016,65.64305032991892
economy,petrol,3.44,2016,93902,n20176674t,VW Tiguan,engine_ignition,2018,60.6189966335051
economy,petrol,4.56,2013,46108,a22370652k,Kia Rio,break_bug,2021,31.320598747986015
economy,petrol,4.04,2013,46673,y-1494852A,Hyundai Solaris,engine_fuel,2018,39.27145072592404
premium,petrol,4.0,2016,97516,P-5877829p,Audi A4,gear_stick,2020,49.32881168331882
economy,petrol,4.88,2012,24217,n-9327549l,Hyundai Solaris,wheel_shake,2015,25.15292618474852
standart,petrol,4.16,2015,82296,I20629724K,Nissan Qashqai,gear_stick,2015,35.69702828732832
premium,petrol,3.0,2016,110790,P33310269L,Audi A4,engine_overheat,2018,40.925475585276835
economy,petrol,5.0,2015,89912,K-4097683X,Hyundai Solaris,electro_bug,2021,44.53339611093248
economy,petrol,5.14,2015,89915,D-2197400i,Hyundai Solaris,another_bug,2021,58.82040083808065
economy,petrol,5.5,2016,97488,o-1745163l,Smart ForFour,engine_ignition,2017,55.99918831145607
premium,petrol,4.0,2017,134712,V96754329h,Audi Q3,engine_fuel,2021,33.54841304630162
economy,petrol,3.32,2017,123031,Y17319354d,Smart ForFour,engine_ignition,2018,59.98778122349684
business,electro,4.06,2013,43092,X73607704q,MINI CooperSE,engine_fuel,2022,44.77822773322909
standart,petrol,2.48,2014,60936,k11526558b,Renault Sandero,engine_overheat,2018,24.083261886414004
standart,petrol,5.84,2014,65927,T-9114355z,Kia Sportage,engine_check,2021,59.14527690163722
premium,petrol,5.18,2014,56871,W-1538165q,Audi Q3,engine_fuel,2019,45.72351252166554
economy,petrol,4.36,2014,64689,d-1645612W,VW Tiguan,engine_ignition,2021,70.93875250029872
economy,petrol,5.72,2013,44397,M-1949772G,VW Polo,engine_ignition,2020,60.26851549480067
economy,petrol,4.56,2015,91270,d-9809366C,VW Tiguan,engine_check,2017,56.382362777050446
economy,petrol,3.08,2013,43200,P86492880m,Hyundai Solaris,engine_fuel,2017,41.60102818748176
economy,petrol,3.02,2015,84606,a56690336a,Skoda Rapid,engine_ignition,2020,48.20122641914918
standart,petrol,3.7,2014,64602,d49016497x,Kia Sportage,engine_fuel,2020,40.80660353211279
economy,petrol,2.86,2013,37381,p17927557N,VW Polo,engine_fuel,2018,24.80552562301983
economy,petrol,4.98,2014,60544,f-1833647Q,Smart ForFour,engine_ignition,2020,57.3352823532467
economy,petrol,5.22,2013,51503,G-5802745y,Skoda Rapid,wheel_shake,2018,29.856755450354846
economy,petrol,3.48,2016,94148,v-9133799l,Skoda Rapid,another_bug,2018,79.08294392839466
economy,petrol,3.2,2013,44397,j16496771g,Skoda Rapid,engine_check,2019,45.52607755523944
economy,petrol,3.5,2017,110571,n72821280e,Smart ForFour,engine_overheat,2016,29.84584610462096
economy,petrol,2.48,2015,75096,I14877267r,Smart ForTwo,electro_bug,2018,29.648176550601615
economy,petrol,4.2,2013,47381,n19095522k,Kia Rio X,engine_overheat,2016,35.56275104449249
economy,petrol,3.9,2013,37767,p98074932P,Kia Rio X,another_bug,2021,71.62114295018601
economy,petrol,4.74,2014,64552,G-1685085q,VW Polo,gear_stick,2018,43.550535801383425
economy,petrol,3.66,2014,67572,M16247717Y,Smart ForFour,break_bug,2015,42.64772924305352
economy,petrol,3.2,2016,93891,K94908453V,Smart Coupe,engine_fuel,2021,43.24879305760009
premium,electro,4.46,2013,39718,L-1156474z,Tesla Model 3,break_bug,2022,69.1025565483219
economy,petrol,3.88,2014,58680,C-1615695X,Skoda Rapid,gear_stick,2014,32.61105162329675
business,electro,4.44,2015,74028,k25002330L,MINI CooperSE,engine_check,2017,69.82270911863279
standart,petrol,5.82,2013,43890,n-7286817N,Renault Kaptur,break_bug,2019,22.667690379357914
economy,petrol,3.82,2017,127971,K23027223e,Smart ForTwo,electro_bug,2022,37.02477866809977
economy,petrol,5.38,2015,88111,e-2141689x,Smart ForFour,gear_stick,2018,37.853553334253505
economy,petrol,5.2,2015,86195,i-2296057M,Hyundai Solaris,electro_bug,2018,36.4752533473499
economy,petrol,3.08,2013,37113,j10329551Q,VW Polo VI,gear_stick,2015,29.726646513006624
premium,petrol,4.68,2017,123612,U43132093r,Audi Q3,engine_overheat,2020,44.73083810387745
standart,petrol,3.1,2014,61827,G17139758L,Nissan Qashqai,break_bug,2017,19.74639987639644
economy,petrol,5.92,2016,103677,M-4377864u,Skoda Rapid,engine_overheat,2020,50.412170612315556
standart,petrol,2.64,2011,601,u10884582m,Renault Sandero,gear_stick,2017,31.986639554686118
standart,petrol,4.72,2014,59302,c-1819930r,Renault Kaptur,engine_ignition,2015,69.10493550024509
economy,petrol,4.36,2014,56772,I-1016418u,Skoda Rapid,engine_overheat,2019,43.357592546201346
economy,petrol,4.16,2011,7408,P22362100d,VW Polo VI,another_bug,2019,70.51259787646056
economy,petrol,4.88,2011,3402,q11710186w,Hyundai Solaris,engine_check,2021,49.71212167294651
standart,petrol,4.46,2012,25331,u-1256596i,Renault Sandero,gear_stick,2018,33.027988033192294
business,petrol,4.06,2011,4287,b-1441595E,Mini Cooper,engine_fuel,2018,46.41179942076846
economy,petrol,4.26,2015,82124,C88130543S,Hyundai Solaris,electro_bug,2016,34.530919936725695
standart,petrol,3.54,2013,43765,f-8509753a,Renault Sandero,engine_fuel,2014,30.350181942275324
standart,petrol,6.18,2014,63172,k-2258315m,Kia Sportage,engine_ignition,2015,51.2980006977667
standart,petrol,5.32,2015,77837,u-8880366u,Renault Sandero,engine_fuel,2017,40.88335960864477
economy,petrol,4.84,2016,102637,L73176899o,Smart ForFour,engine_check,2022,68.73093535291648
economy,petrol,4.04,2017,133416,f10270915c,VW Tiguan,gear_stick,2018,26.429200572716287
economy,petrol,4.3,2013,48613,j10534290W,Hyundai Solaris,break_bug,2018,27.988894152504148
standart,petrol,4.22,2013,37806,I50788104J,Renault Sandero,electro_bug,2015,38.18960493849063
standart,petrol,5.16,2015,86859,W-1261565K,Kia Sportage,another_bug,2018,111.81052683944802
economy,petrol,4.16,2015,82733,f21748487q,Smart ForFour,another_bug,2016,74.54673243809219
premium,petrol,6.0,2015,85995,N-3700375g,Audi Q3,another_bug,2017,73.20857635791666
standart,petrol,3.46,2014,54853,W11094351T,Renault Kaptur,engine_overheat,2020,26.869876457231413
premium,petrol,4.98,2016,99461,m-1618295c,Audi Q3,engine_check,2019,71.76783337385606
economy,petrol,4.48,2015,84498,e-1632869f,VW Polo,engine_overheat,2015,60.575952598125845
economy,petrol,4.42,2011,286,A-7245140H,VW Polo VI,gear_stick,2016,31.79720857805527
standart,petrol,3.86,2015,78669,Q11656086H,Kia Sportage,gear_stick,2022,29.718944571899296
economy,petrol,4.4,2017,128777,b17685766M,Smart Coupe,engine_fuel,2016,26.425275082247587
standart,petrol,3.42,2015,81480,n19528133d,Renault Kaptur,engine_fuel,2014,26.435700242878617
standart,petrol,3.36,2014,67444,a38819194R,Nissan Qashqai,gear_stick,2022,27.578900182725786
economy,petrol,3.1,2014,60207,D88344444z,VW Polo,engine_ignition,2022,75.43690875642275
economy,petrol,3.96,2015,84437,E-2196240r,Kia Rio X,break_bug,2019,32.55617500464575
economy,petrol,4.74,2014,58744,I-2222955D,VW Polo VI,another_bug,2019,94.8423106582955
economy,petrol,4.64,2012,23570,U14909638n,VW Polo,engine_check,2017,44.06465508073496
economy,petrol,4.36,2012,24978,P58511672r,Kia Rio X,gear_stick,2016,30.722848842146977
standart,petrol,3.96,2013,44377,P19518709T,Renault Sandero,break_bug,2017,35.824281995273466
standart,petrol,5.46,2015,86679,V-1888434u,Renault Sandero,engine_ignition,2016,58.759640215785815
economy,petrol,4.38,2012,21139,U19913900a,Kia Rio,break_bug,2018,34.198948989004116
standart,petrol,3.9,2015,75874,X88728094G,Renault Sandero,engine_overheat,2020,28.51989950451874
economy,petrol,3.46,2017,138813,K14458511K,Skoda Rapid,break_bug,2018,26.069966816775317
economy,petrol,6.76,2013,45317,d-3934635Q,Kia Rio X-line,wheel_shake,2021,34.43560248076708
economy,petrol,3.76,2015,78146,S-8631452Q,VW Tiguan,engine_check,2022,63.160201743995415
standart,petrol,4.32,2012,24647,Q58926665G,Renault Sandero,engine_fuel,2019,38.586692086807005
standart,petrol,3.4,2013,50678,W-1652862N,Nissan Qashqai,engine_overheat,2018,26.81980535857369
economy,petrol,4.04,2011,1053,X18004949I,Kia Rio X-line,another_bug,2015,61.67984440907827
standart,petrol,4.18,2013,42041,E-4467489A,Nissan Qashqai,engine_fuel,2018,29.447572637771643
economy,petrol,5.48,2013,41678,p15480858O,Smart ForTwo,engine_check,2021,47.31321417956866
economy,petrol,4.62,2015,73875,R53321573r,Kia Rio,electro_bug,2014,33.6666832724385
economy,petrol,4.42,2012,23807,U12552466o,VW Polo VI,engine_ignition,2016,65.55634042906314
economy,petrol,4.06,2011,2206,e64842741d,Kia Rio X-line,break_bug,2020,33.510665203631085
premium,petrol,4.42,2017,139872,f-6608406e,Audi Q3,engine_overheat,2017,49.01234871254247
economy,petrol,4.96,2011,5779,f-1958284u,VW Polo VI,another_bug,2020,82.83785809352123
economy,petrol,4.32,2012,23824,m21172670I,VW Polo,gear_stick,2021,29.409692763668083
standart,petrol,4.1,2012,19301,d71004474f,Kia Sportage,engine_fuel,2021,24.905990353456936
standart,petrol,3.96,2012,20513,n-6003131B,Nissan Qashqai,break_bug,2018,35.61819250720574
economy,petrol,4.98,2011,6502,I-5997907e,Hyundai Solaris,engine_fuel,2016,39.30718320853761
standart,petrol,5.4,2014,76591,A-1079539w,Renault Kaptur,engine_overheat,2015,42.818200037806704
economy,petrol,3.9,2015,75831,w45505269O,Hyundai Solaris,gear_stick,2019,23.52201085936956
economy,petrol,5.92,2015,86397,G-1995566F,Kia Rio,electro_bug,2016,36.14645425399965
economy,petrol,2.52,2015,85561,v22456431E,Kia Rio,engine_fuel,2018,29.062320751912416
standart,petrol,3.42,2013,41053,o25113856w,Kia Sportage,gear_stick,2020,36.874987555445024
economy,petrol,4.32,2015,78524,Z-6848638K,Smart Coupe,wheel_shake,2018,40.030933842499024
economy,petrol,4.88,2013,42058,L-8838271K,Kia Rio X-line,engine_fuel,2014,41.23816247931765
economy,petrol,2.74,2015,78149,D20302252H,Kia Rio X-line,break_bug,2022,38.23240440516734
economy,petrol,3.76,2011,1312,S16201816J,Hyundai Solaris,another_bug,2015,78.49148793572672
business,petrol,5.98,2014,61075,W-5465085u,Fiat 500,engine_check,2016,62.556828309712685
standart,petrol,3.76,2011,6833,i-1727733j,Renault Sandero,engine_overheat,2021,44.17273301902377
economy,petrol,3.82,2015,78385,E-1789284H,Skoda Rapid,engine_overheat,2021,53.6043713456932
economy,petrol,4.92,2014,56415,I-2277221J,Hyundai Solaris,engine_fuel,2017,26.43037279928941
economy,petrol,4.6,2011,3035,J12910153n,Kia Rio X-line,electro_bug,2019,28.52090435580363
standart,petrol,5.58,2012,28116,F21755120L,Kia Sportage,gear_stick,2019,46.85407724946744
economy,petrol,5.18,2015,81060,y-2096513h,VW Polo VI,break_bug,2019,31.125524122756968
standart,petrol,1.52,2013,45642,X38064587K,Nissan Qashqai,another_bug,2019,59.25320072150894
economy,petrol,4.86,2017,114970,N76275408I,Smart ForFour,engine_check,2019,47.49958221349048
economy,petrol,2.5,2013,53632,t11302884D,Hyundai Solaris,engine_fuel,2019,27.421784661917496
economy,petrol,3.7,2015,84952,j36860430F,Hyundai Solaris,engine_check,2021,48.94601700863714
business,petrol,4.56,2015,88920,R-2936061K,Mercedes-Benz GLC,engine_overheat,2019,55.23437250863682
standart,petrol,4.16,2013,37113,v-1922740b,Renault Sandero,engine_check,2016,60.097867834449346
economy,petrol,2.7,2016,97362,m22595960l,VW Tiguan,engine_ignition,2018,63.57756072046926
economy,petrol,6.32,2011,3013,M-1188559U,Kia Rio,electro_bug,2016,31.139226407473576
standart,petrol,5.84,2011,3443,m-1081136r,Nissan Qashqai,another_bug,2016,103.09185452779079
economy,petrol,5.8,2013,38493,M-1057522s,Smart ForTwo,another_bug,2018,79.43631880470835
standart,petrol,6.4,2011,3948,r-1767573M,Renault Kaptur,break_bug,2021,39.991071239022766
economy,petrol,4.94,2014,68375,T-4791409E,Kia Rio X,break_bug,2020,24.48023114366513
economy,petrol,2.98,2011,1184,H22874195d,VW Polo VI,engine_overheat,2019,23.81448131340861
economy,petrol,5.0,2016,89826,N-2165696F,Smart ForFour,break_bug,2017,29.5659865645214
economy,petrol,3.9,2013,48229,C13109091o,VW Tiguan,engine_ignition,2019,64.3627927864291
economy,petrol,4.12,2012,19729,l-9002229j,Kia Rio X-line,engine_check,2017,41.40348623288151
economy,petrol,3.28,2014,66828,Q13796033u,VW Polo,engine_ignition,2016,48.6878248324215
economy,petrol,3.54,2017,121535,h14762717O,Smart ForFour,another_bug,2021,49.71801962003259
standart,petrol,4.74,2011,10397,M-1111680h,Renault Sandero,engine_ignition,2020,63.553626171065176
economy,petrol,3.88,2017,126887,E20487110v,Smart ForTwo,engine_overheat,2015,27.697183237862614
economy,petrol,5.0,2014,54766,U54007251T,Skoda Rapid,engine_ignition,2019,58.70406791454361
economy,petrol,5.88,2015,77785,f-1640048B,Kia Rio X,another_bug,2019,67.66557481810685
economy,petrol,3.14,2015,74849,k-1001578G,Kia Rio,engine_fuel,2020,30.49880197455445
economy,petrol,4.6,2015,87101,C-1072482Q,VW Polo VI,engine_fuel,2016,27.082275100208186
economy,petrol,2.92,2014,56278,R63811585p,VW Tiguan,engine_overheat,2020,30.453428145266052
economy,petrol,4.38,2013,37920,d-1051262p,Smart ForFour,engine_overheat,2015,27.18743118793313
economy,petrol,4.6,2014,56162,m-1316228Q,VW Tiguan,wheel_shake,2020,32.160071327020596
economy,petrol,3.56,2017,107356,x38424933t,Smart ForTwo,engine_check,2015,49.75367616012432
economy,petrol,3.26,2015,77266,i11748425a,Smart ForFour,gear_stick,2018,42.46048582148167
standart,petrol,3.48,2015,89628,z42577454j,Renault Kaptur,another_bug,2017,71.25523793702578
standart,petrol,3.88,2013,48536,a97165984P,Nissan Qashqai,another_bug,2022,59.23870780280571
economy,petrol,2.62,2013,42127,P20515953Y,VW Polo VI,break_bug,2018,38.45476872983775
economy,petrol,3.36,2013,43398,h15726678G,Kia Rio,engine_ignition,2022,58.768935144730975
standart,petrol,4.48,2014,58255,M-1963958p,Renault Kaptur,engine_fuel,2017,26.696486899927113
economy,petrol,4.0,2015,87477,J-2100035F,Smart Coupe,wheel_shake,2018,22.541719888841996
economy,petrol,3.36,2015,88730,o21869800I,Smart ForFour,electro_bug,2015,34.70461435583734
economy,petrol,3.8,2013,45784,t87727056H,Skoda Rapid,engine_ignition,2015,68.31085667717967
standart,petrol,4.06,2014,62443,k21821329d,Renault Sandero,engine_fuel,2019,43.594852773475054
economy,petrol,3.76,2015,92982,u12997600r,VW Polo VI,wheel_shake,2017,40.04265879515219
economy,petrol,3.0,2014,65351,e-1793470V,VW Polo VI,engine_overheat,2021,23.934835253249737
economy,petrol,6.0,2014,68017,U-6122657S,Skoda Rapid,electro_bug,2014,31.44525891216199
economy,petrol,5.52,2015,88928,G-1444514J,VW Polo VI,wheel_shake,2015,34.26131136462503
economy,petrol,3.8,2011,4544,N41647899e,Kia Rio X-line,engine_overheat,2015,48.695863005446554
economy,petrol,2.58,2015,86219,N22527355E,VW Polo,engine_fuel,2017,42.40628847472592
economy,petrol,5.06,2015,92005,H17549143D,Hyundai Solaris,break_bug,2018,38.94971593391893
economy,petrol,2.6,2011,6207,r80685540h,Kia Rio X-line,engine_check,2021,52.617171497458415
economy,petrol,4.74,2013,45049,i-2886682y,Skoda Rapid,wheel_shake,2018,35.70133437737921
economy,petrol,4.48,2015,74879,h-2128254A,Skoda Rapid,electro_bug,2017,29.03324134150133
economy,petrol,3.8,2015,93813,e11547536L,Kia Rio X-line,gear_stick,2021,29.118136989637534
economy,petrol,5.02,2015,82138,y-3814795q,Smart ForFour,break_bug,2020,28.70658337735098
economy,petrol,4.1,2011,4744,U12958604d,Kia Rio X-line,break_bug,2014,31.12792805824424
economy,petrol,3.76,2016,102285,V12462480t,Smart Coupe,engine_check,2021,47.70685475406381
premium,electro,3.06,2014,66621,p22133368b,Tesla Model 3,electro_bug,2019,63.46622553865885
economy,petrol,5.2,2015,73536,Q-2285147y,Kia Rio X-line,break_bug,2018,31.05923840138194
standart,petrol,4.92,2012,20965,d-5980296U,Nissan Qashqai,engine_fuel,2022,25.166687305262712
standart,petrol,5.24,2014,57237,M-1786506l,Kia Sportage,break_bug,2017,28.632765628227055
economy,petrol,6.0,2012,25750,r-5694899j,VW Polo,engine_check,2020,44.30172600904517
standart,petrol,5.7,2015,81063,E-1192475T,Renault Sandero,engine_overheat,2020,35.38486263943332
standart,petrol,3.96,2011,254,y-3995748C,Renault Kaptur,electro_bug,2022,34.97134576479422
premium,petrol,2.0,2017,135954,E11949860p,Audi Q3,gear_stick,2022,32.39700734942799
economy,petrol,4.76,2014,65374,h-2096845p,Smart Coupe,engine_check,2017,66.50439313824307
economy,petrol,4.64,2012,23321,G17430753s,VW Polo VI,gear_stick,2021,37.48949790818063
standart,petrol,4.7,2013,48318,w-5388022o,Renault Kaptur,another_bug,2020,62.896028535335205
economy,petrol,4.78,2014,60479,H-1417790G,Smart Coupe,engine_ignition,2018,57.62603295675783
economy,petrol,3.26,2015,76667,h66072023A,Smart Coupe,engine_check,2016,49.557630865487596
standart,petrol,4.04,2011,7381,B25854093d,Nissan Qashqai,engine_fuel,2021,25.301385533705407
economy,petrol,5.68,2015,88755,m-8844106y,VW Polo VI,gear_stick,2017,37.89707684517557
economy,petrol,3.92,2013,36824,Z69629123S,Hyundai Solaris,engine_check,2016,53.65387257531689
economy,petrol,4.62,2017,113273,V-3922506p,VW Tiguan,another_bug,2018,48.69358123745175
economy,petrol,4.64,2014,53211,h-1428946I,VW Polo VI,wheel_shake,2019,26.139065193319375
economy,petrol,6.36,2014,59952,S-1358921N,VW Polo,another_bug,2019,83.96129227381492
standart,petrol,4.84,2012,24305,Z60401723J,Kia Sportage,engine_overheat,2017,46.638525160199784
economy,petrol,5.04,2011,1755,P-7215920v,Hyundai Solaris,wheel_shake,2020,29.44794978984213
economy,petrol,4.42,2016,108376,v-1334609Q,Smart ForFour,another_bug,2019,70.18951760103975
standart,petrol,4.0,2015,76276,s18901076N,Renault Sandero,another_bug,2016,101.51561894274118
standart,petrol,4.18,2011,3472,V-1176448O,Kia Sportage,engine_overheat,2019,40.22088670652146
economy,petrol,3.94,2014,59947,j26265780j,Skoda Rapid,engine_ignition,2017,50.29224425021472
standart,petrol,4.52,2014,57232,y-2901647k,Kia Sportage,gear_stick,2017,26.26196736541887
economy,petrol,4.0,2014,58143,r48172718A,Skoda Rapid,gear_stick,2019,29.66172452084978
standart,petrol,4.7,2015,86086,d-8002745O,Nissan Qashqai,electro_bug,2017,35.94959778564684
standart,petrol,4.06,2015,70798,P41449662O,Kia Sportage,engine_fuel,2017,34.03604220698338
economy,petrol,3.34,2015,82682,N17048798L,Hyundai Solaris,engine_check,2017,51.79991010412115
economy,petrol,6.34,2015,82698,q-1487182h,VW Tiguan,wheel_shake,2018,32.090177013315405
standart,petrol,5.06,2012,24403,D-8569809Z,Renault Sandero,gear_stick,2021,32.19311397875334
economy,petrol,3.78,2015,86827,o-3239309x,Kia Rio X-line,another_bug,2020,79.81980706457448
economy,petrol,4.7,2015,75729,f-4517248O,Hyundai Solaris,another_bug,2017,54.051536193424184
business,petrol,4.92,2016,101821,v-1780358c,BMW 320i,engine_ignition,2019,62.97701261473413
standart,petrol,5.72,2015,81120,I-1820859i,Renault Sandero,gear_stick,2019,30.91009905021315
premium,petrol,3.86,2014,63825,q22680253Z,Audi A3,engine_ignition,2019,60.36068837025544
standart,petrol,3.92,2012,28610,i20236215k,Renault Sandero,another_bug,2020,61.573333074452904
economy,petrol,5.76,2013,41722,E-1232264m,VW Polo VI,engine_check,2021,72.97395896937735
business,electro,3.84,2014,61001,Z12282683t,MINI CooperSE,engine_overheat,2020,42.146260688423126
standart,petrol,4.32,2013,41311,w-4694330w,Kia Sportage,another_bug,2018,93.24484162974512
economy,petrol,4.44,2015,76977,u41475684g,Kia Rio X-line,electro_bug,2017,27.66612521391462
economy,petrol,3.32,2015,75595,v22877971A,VW Polo VI,another_bug,2021,87.69561515711185
economy,petrol,4.5,2012,24759,U-1810601i,VW Polo VI,break_bug,2017,30.650689460837345
economy,petrol,4.28,2014,61920,f-1733732O,Kia Rio X,engine_fuel,2018,28.37034484217989
economy,petrol,4.1,2011,3523,T89595628a,Kia Rio X-line,another_bug,2015,54.99719629292857
economy,petrol,5.76,2013,45373,Z-2109687y,Hyundai Solaris,wheel_shake,2017,27.437338589110016
economy,petrol,3.84,2013,48566,r21497854N,Kia Rio X-line,wheel_shake,2016,36.0772129971157
economy,petrol,4.78,2012,24042,c-1909821W,VW Polo VI,engine_check,2015,46.74416068411786
business,petrol,3.48,2012,25103,U59594722h,Fiat 500,break_bug,2021,35.53615747805985
standart,petrol,5.78,2013,52799,v-9816729Z,Renault Kaptur,another_bug,2015,58.44700507921987
business,petrol,4.64,2014,69197,h-1856871O,Mercedes-Benz GLC,gear_stick,2016,40.162846345277615
standart,petrol,3.34,2011,4187,r66547692x,Renault Kaptur,gear_stick,2019,35.99504317996129
standart,petrol,3.82,2015,90120,H22956801B,Kia Sportage,electro_bug,2021,32.81456279206018
economy,petrol,5.4,2016,114326,E-1030575F,VW Tiguan,break_bug,2021,26.12960827819553
economy,petrol,3.18,2014,65106,K14620940o,Smart Coupe,break_bug,2015,34.35372921104468
standart,petrol,3.72,2011,3890,M65548078V,Kia Sportage,break_bug,2020,33.01976046139528
economy,petrol,5.56,2013,46364,N-1726327i,VW Polo,engine_check,2019,69.63496359159741
economy,petrol,5.14,2012,21116,S-1058341S,VW Polo VI,engine_ignition,2022,52.734182997450496
economy,petrol,5.04,2011,157,w-1247066y,VW Polo,engine_ignition,2019,48.180507641266935
economy,petrol,4.64,2015,92111,g42249929i,Skoda Rapid,gear_stick,2016,31.290235691484593
economy,petrol,4.02,2012,18798,Q27397166k,Kia Rio X,wheel_shake,2015,25.946722571057315
economy,petrol,5.18,2016,107416,m-2234361C,Skoda Rapid,another_bug,2018,77.89834194448247
economy,petrol,3.02,2017,115478,a20879753i,Smart Coupe,wheel_shake,2020,27.983680887530276
economy,petrol,4.74,2017,129005,R-1015571o,VW Tiguan,engine_fuel,2019,58.475526701140964
economy,petrol,4.46,2016,102415,D18873569A,Smart ForFour,wheel_shake,2017,38.853407106899425
economy,petrol,4.84,2014,74847,P-1424840K,VW Polo VI,wheel_shake,2017,36.264168843895824
economy,petrol,4.42,2017,114610,u-1813398B,Smart ForTwo,gear_stick,2016,27.728576732801827
standart,petrol,4.76,2012,21879,o-9110587W,Nissan Qashqai,engine_ignition,2016,62.70082028453064
economy,petrol,6.08,2011,2409,U10311712e,VW Polo,engine_overheat,2018,29.464708870941113
standart,petrol,6.0,2012,21852,m-1088453g,Kia Sportage,engine_fuel,2022,39.069038226521776
standart,petrol,5.4,2013,47335,f-7120148O,Renault Kaptur,gear_stick,2016,34.92705451893551
economy,petrol,5.14,2012,21961,y-1310937L,Kia Rio X-line,wheel_shake,2020,26.56654352291978
