car_type,fuel_type,car_rating,year_to_start,riders,car_id,model,target_reg,target_class,year_to_work
economy,petrol,4.58,2015,83684,R-9698903l,Hyundai Solaris,0,wheel_shake,2018
economy,petrol,3.72,2013,38018,n18568803d,VW Polo,0,engine_overheat,2016
economy,petrol,2.96,2014,63594,u18380175j,VW Tiguan,0,break_bug,2020
economy,petrol,4.12,2015,78775,v48821525w,Kia Rio X,0,engine_fuel,2014
economy,petrol,3.92,2014,63873,R-1929076H,Smart ForTwo,0,engine_overheat,2020
economy,petrol,3.34,2012,25356,R14565987z,VW Polo VI,0,break_bug,2022
economy,petrol,3.76,2017,109497,R93384932a,VW Tiguan,1,electro_bug,2018
standart,petrol,3.74,2013,43507,o27482006r,Renault Sandero,1,another_bug,2020
economy,petrol,5.16,2017,110577,j-2092568x,VW Tiguan,0,break_bug,2020
economy,petrol,4.74,2017,122994,o69465373z,VW Tiguan,0,wheel_shake,2022
economy,petrol,3.64,2017,133098,S45472418H,VW Tiguan,0,wheel_shake,2017
economy,petrol,5.32,2016,100996,x-2214584G,Smart ForTwo,1,break_bug,2016
economy,petrol,5.04,2016,102968,F16677411t,Smart ForFour,0,engine_overheat,2022
economy,petrol,4.66,2011,5349,d15211601W,VW Polo VI,0,wheel_shake,2015
economy,petrol,5.58,2015,91013,B-8278342d,Kia Rio,0,another_bug,2016
economy,petrol,3.62,2015,76820,q48434550h,VW Polo VI,1,electro_bug,2021
economy,petrol,4.72,2015,79581,S24664424B,VW Polo VI,2,engine_check,2018
standart,petrol,3.2,2013,50271,z91353693Z,Nissan Qashqai,1,break_bug,2016
economy,petrol,3.82,2015,88023,d-1078291X,Smart ForFour,1,engine_check,2021
standart,petrol,4.14,2012,19166,w14795716n,Renault Kaptur,0,engine_fuel,2019
economy,petrol,7.0,2017,142862,y-2155004p,Smart ForTwo,3,wheel_shake,2014
business,petrol,3.76,2012,24648,q21418139n,Mini Cooper,0,engine_fuel,2019
standart,petrol,2.94,2011,3420,k58875945X,Renault Sandero,0,engine_fuel,2016
economy,petrol,3.14,2015,75688,E10178721V,Smart Coupe,0,another_bug,2017
economy,petrol,4.5,2014,55974,y54427123h,Smart Coupe,0,wheel_shake,2017
economy,petrol,4.86,2013,51397,N-1116467g,Kia Rio,0,engine_fuel,2015
economy,petrol,5.9,2011,2333,L-1098436W,Hyundai Solaris,2,break_bug,2018
economy,petrol,3.0,2011,912,K15170901N,VW Polo VI,0,engine_check,2019
economy,petrol,4.78,2011,7215,y-1741356P,Kia Rio X-line,1,engine_overheat,2018
economy,petrol,4.08,2013,37996,f11749417l,VW Polo VI,0,break_bug,2022
standart,petrol,3.66,2011,8876,h66939763B,Renault Kaptur,0,engine_check,2019
economy,petrol,4.14,2017,125004,z-4349749h,Skoda Rapid,0,electro_bug,2018
economy,petrol,3.54,2016,95917,y-6566782r,Smart ForFour,0,wheel_shake,2018
economy,petrol,3.8,2013,53746,d16236969s,VW Polo VI,0,engine_ignition,2016
premium,petrol,4.68,2016,101241,T-1729770o,Audi A4,0,engine_overheat,2022
business,petrol,5.36,2015,79438,V-8483576f,Mercedes-Benz GLC,0,break_bug,2017
standart,petrol,3.46,2013,48976,a39440404D,Renault Sandero,0,electro_bug,2020
standart,petrol,5.22,2015,80966,i51467047f,Renault Kaptur,0,engine_ignition,2022
business,petrol,2.38,2014,65690,p25512710L,Fiat 500,0,gear_stick,2017
standart,petrol,4.04,2012,22513,F37580132V,Nissan Qashqai,0,engine_fuel,2021
standart,petrol,5.98,2015,85779,l-4067739z,Renault Kaptur,0,break_bug,2020
standart,petrol,4.2,2015,81559,o-2117199c,Renault Sandero,0,another_bug,2019
economy,petrol,3.4,2014,58768,w12773963K,VW Polo,0,break_bug,2017
economy,petrol,4.04,2013,45050,C12905383w,Smart ForFour,0,engine_fuel,2016
economy,petrol,2.26,2014,54472,m27367092i,Kia Rio X,0,wheel_shake,2018
standart,petrol,4.96,2014,58192,H-1369852D,Renault Sandero,0,another_bug,2018
economy,petrol,4.3,2015,81235,v-2285960e,Kia Rio,0,engine_check,2015
standart,petrol,7.06,2011,108,M-9668613M,Nissan Qashqai,0,electro_bug,2017
economy,petrol,5.32,2011,4486,k49230827x,VW Polo VI,1,engine_check,2022
economy,petrol,5.24,2013,43614,q-1575533Y,VW Polo VI,0,engine_check,2017
economy,petrol,3.54,2014,58672,A19264202q,Hyundai Solaris,0,gear_stick,2015
economy,petrol,5.24,2015,92751,F-2122411I,Hyundai Solaris,0,break_bug,2017
economy,petrol,5.48,2017,110542,c-2121060b,Skoda Rapid,0,electro_bug,2014
economy,petrol,5.08,2013,43212,x-1917627k,Smart Coupe,0,electro_bug,2020
standart,petrol,4.52,2013,38655,v34523863p,Renault Kaptur,2,engine_overheat,2020
standart,petrol,2.66,2011,3765,H22186863I,Renault Kaptur,0,engine_check,2017
standart,petrol,4.68,2013,46515,d68073068W,Kia Sportage,0,engine_ignition,2021
economy,petrol,5.2,2015,85669,D-7066589I,Smart Coupe,0,engine_fuel,2018
economy,petrol,3.98,2013,46066,o11670334e,Kia Rio X-line,1,another_bug,2020
economy,petrol,2.98,2014,58874,L18993999w,Kia Rio X-line,0,engine_overheat,2020
premium,electro,4.82,2015,87583,G-1501141U,Tesla Model 3,0,engine_fuel,2021
economy,petrol,4.86,2013,57313,x27866622h,Skoda Rapid,0,gear_stick,2016
standart,petrol,4.9,2013,39970,x-6577654c,Renault Sandero,1,gear_stick,2020
economy,petrol,3.86,2017,115366,f-1853653Z,Skoda Rapid,0,engine_check,2016
economy,petrol,3.58,2016,104797,i22784686n,VW Tiguan,0,break_bug,2020
economy,petrol,5.42,2015,82399,R-1884707W,Kia Rio X-line,0,engine_check,2015
economy,petrol,4.28,2015,78931,i17810499T,Smart ForFour,0,engine_fuel,2014
economy,petrol,4.32,2016,106048,W78299212w,VW Tiguan,0,engine_check,2018
economy,petrol,5.3,2013,37541,w14433777p,VW Polo,0,engine_overheat,2018
economy,petrol,5.08,2017,113545,Q36627447o,VW Tiguan,0,engine_ignition,2019
economy,petrol,3.1,2014,70488,H11593230U,VW Polo,1,engine_overheat,2019
economy,petrol,4.78,2014,57404,h15130253D,Kia Rio X,0,engine_ignition,2020
business,petrol,5.08,2015,85633,a-2079734V,Fiat 500,0,engine_ignition,2018
economy,petrol,2.56,2015,85195,X11054176S,Smart ForTwo,0,break_bug,2016
economy,petrol,4.82,2017,124925,Z-8446585u,Smart Coupe,1,engine_ignition,2019
business,petrol,4.28,2014,56797,P17112537M,BMW 320i,0,engine_ignition,2015
standart,petrol,4.54,2012,26732,I-2947258i,Kia Sportage,0,engine_fuel,2017
economy,petrol,3.62,2014,71369,L12738838U,VW Polo,0,break_bug,2020
business,electro,3.3,2014,67013,M13557782G,MINI CooperSE,0,engine_ignition,2017
economy,petrol,1.86,2012,23636,f78630029r,Kia Rio X,0,another_bug,2016
standart,petrol,4.44,2013,39391,d-7058280z,Nissan Qashqai,0,another_bug,2020
economy,petrol,6.46,2014,66105,O-9483543e,Smart ForFour,1,engine_fuel,2020
economy,petrol,5.06,2011,219,V-6734711I,VW Polo VI,1,electro_bug,2019
economy,petrol,2.52,2017,129238,x16070571D,Smart Coupe,0,electro_bug,2020
economy,petrol,2.6,2017,128275,A99628604w,Smart ForTwo,0,break_bug,2020
economy,petrol,6.62,2015,83660,h-5517689I,Smart Coupe,3,gear_stick,2015
economy,petrol,4.08,2014,65345,I29670539p,VW Polo VI,0,another_bug,2015
premium,petrol,5.56,2013,43451,u-1562836u,Audi A4,2,gear_stick,2020
economy,petrol,5.0,2011,6360,c-3559292Z,Kia Rio X,0,gear_stick,2015
standart,petrol,5.36,2015,75107,D-1642232Y,Nissan Qashqai,2,electro_bug,2018
economy,petrol,4.16,2016,97530,f-1256567w,Skoda Rapid,1,engine_fuel,2022
economy,petrol,6.18,2013,37077,d-1499264O,Hyundai Solaris,0,engine_overheat,2019
economy,petrol,5.88,2016,113067,k-9974810a,Smart Coupe,1,electro_bug,2018
economy,petrol,5.16,2011,1506,H-2177827U,VW Polo,0,another_bug,2020
standart,petrol,3.7,2015,86755,t43860654e,Nissan Qashqai,0,engine_check,2017
economy,petrol,5.0,2013,44979,O-2567044a,Skoda Rapid,0,electro_bug,2017
standart,petrol,4.48,2011,2524,I58543255u,Kia Sportage,0,break_bug,2016
economy,petrol,3.86,2014,59925,J-4114552o,VW Polo,0,engine_ignition,2015
economy,petrol,4.66,2014,70843,y-1456481W,Kia Rio,0,engine_ignition,2017
economy,petrol,4.88,2017,111568,v-1348159h,Smart Coupe,0,break_bug,2022
economy,petrol,5.24,2012,21138,o-4164928U,VW Polo,0,wheel_shake,2019
economy,petrol,3.88,2015,98210,H44042475h,VW Polo,1,engine_check,2017
economy,petrol,5.76,2015,84878,F-1311521c,Hyundai Solaris,0,gear_stick,2018
economy,petrol,6.26,2013,42405,W-1338521Q,Kia Rio X,0,gear_stick,2021
standart,petrol,3.1,2015,77965,S21521405j,Kia Sportage,1,engine_check,2015
economy,petrol,5.06,2017,133078,j-9167677u,Smart Coupe,0,engine_check,2019
standart,petrol,5.1,2014,62613,W67288330r,Renault Sandero,0,engine_fuel,2016
economy,petrol,2.66,2012,25637,o12808130Q,Kia Rio X,0,engine_fuel,2017
economy,petrol,4.18,2015,79743,E22045798o,VW Polo VI,1,engine_overheat,2022
standart,petrol,4.36,2013,36160,M-6381482U,Kia Sportage,0,engine_overheat,2017
standart,petrol,3.74,2011,2133,i15589390k,Nissan Qashqai,0,gear_stick,2015
business,petrol,5.4,2012,22537,u-1483442N,Mini Cooper,1,engine_check,2015
standart,petrol,4.68,2012,19757,l15227760Q,Renault Sandero,0,engine_check,2021
economy,petrol,5.72,2014,64453,h-6100646F,Hyundai Solaris,1,engine_check,2018
economy,petrol,4.78,2011,4476,L-2071083z,VW Polo,1,engine_fuel,2019
economy,petrol,2.54,2017,109901,S50025102C,Skoda Rapid,0,break_bug,2017
business,petrol,5.38,2014,67242,w-3920980N,BMW 320i,0,engine_check,2018
economy,petrol,3.94,2011,445,Q12332938h,Kia Rio X,0,another_bug,2021
economy,petrol,4.0,2012,26801,j-2299409Z,VW Polo,0,another_bug,2016
standart,petrol,5.84,2013,55500,Q-1583701a,Renault Sandero,1,gear_stick,2016
standart,petrol,3.4,2015,85456,K11706281f,Renault Kaptur,0,engine_overheat,2019
economy,petrol,4.54,2017,123330,J-1966936j,Smart ForTwo,0,another_bug,2020
standart,petrol,4.1,2014,67987,p97277001v,Nissan Qashqai,2,engine_ignition,2018
standart,petrol,5.86,2014,63172,A-1959167m,Nissan Qashqai,0,electro_bug,2022
business,petrol,5.1,2012,18532,O-2486036j,Fiat 500,1,engine_overheat,2016
economy,petrol,5.7,2014,72420,b-1232634R,Smart ForTwo,1,electro_bug,2018
standart,petrol,3.94,2013,43875,C14499779J,Renault Sandero,0,break_bug,2019
standart,petrol,4.14,2014,57325,A-1900042l,Renault Kaptur,0,gear_stick,2016
economy,petrol,5.32,2017,118747,t-8810902I,VW Tiguan,0,wheel_shake,2018
economy,petrol,3.5,2013,47829,h20475534X,Kia Rio X,0,engine_fuel,2018
economy,petrol,5.38,2014,66518,q-2262220H,Smart ForTwo,0,engine_check,2017
economy,petrol,3.68,2017,122539,V86791015e,Smart ForFour,0,gear_stick,2020
standart,petrol,4.32,2015,78181,D47614465T,Nissan Qashqai,0,gear_stick,2020
economy,petrol,5.08,2013,43755,k-4177928A,VW Polo VI,0,engine_overheat,2022
economy,petrol,3.98,2016,106360,i12582651H,Skoda Rapid,2,another_bug,2019
economy,petrol,3.9,2014,62170,i55328849i,Kia Rio X,0,another_bug,2022
economy,petrol,4.94,2017,123522,D-8879476a,Smart ForFour,0,electro_bug,2021
standart,petrol,4.52,2015,86186,L14501903b,Renault Sandero,0,engine_overheat,2021
economy,petrol,4.42,2017,124735,A-4388746k,VW Tiguan,0,engine_fuel,2022
economy,petrol,3.38,2013,47302,U61603538T,Hyundai Solaris,0,electro_bug,2016
standart,petrol,4.4,2013,41512,v10840367M,Kia Sportage,0,engine_ignition,2022
economy,petrol,3.08,2014,62414,T69253406y,VW Polo VI,0,electro_bug,2020
economy,petrol,1.94,2017,118960,C17218196q,Smart Coupe,0,break_bug,2015
economy,petrol,4.7,2015,76246,Z-2000448T,Hyundai Solaris,2,gear_stick,2017
economy,petrol,4.52,2016,119546,Y22725587G,Smart Coupe,2,wheel_shake,2019
standart,petrol,4.38,2014,58362,V21733186R,Nissan Qashqai,0,another_bug,2018
standart,petrol,3.86,2013,37464,x38176093d,Nissan Qashqai,1,electro_bug,2016
economy,petrol,4.54,2011,2974,S-1872523D,VW Polo,0,wheel_shake,2016
economy,petrol,4.52,2013,43144,D-1297931h,Smart ForFour,2,electro_bug,2014
standart,petrol,5.32,2013,41232,U-9105241l,Renault Sandero,1,engine_check,2019
business,petrol,4.86,2017,123446,o-3452756G,BMW 320i,0,electro_bug,2018
economy,petrol,4.92,2016,94030,d-1067020V,Smart Coupe,1,engine_check,2021
economy,petrol,4.4,2016,99622,o-3097493N,Smart Coupe,2,wheel_shake,2015
economy,petrol,6.22,2013,48222,U-1111974C,Kia Rio,0,break_bug,2016
economy,petrol,3.12,2011,3733,T13652201h,VW Polo VI,0,break_bug,2018
economy,petrol,3.7,2014,59519,Y-1175573T,Kia Rio,0,engine_fuel,2018
economy,petrol,3.82,2014,58810,v83124010d,Kia Rio X-line,0,engine_check,2022
economy,petrol,5.14,2016,103693,c-5320374q,Smart ForTwo,1,engine_ignition,2017
standart,petrol,4.84,2015,76373,R-1348537L,Renault Sandero,0,engine_ignition,2021
economy,petrol,5.68,2013,39878,G-6080211i,Kia Rio X-line,0,another_bug,2017
economy,petrol,3.94,2015,87410,N18096525X,VW Polo VI,0,engine_fuel,2018
standart,petrol,7.0,2014,60667,Z-1507790Z,Renault Kaptur,1,engine_ignition,2016
economy,petrol,3.44,2016,93902,n20176674t,VW Tiguan,0,engine_ignition,2018
economy,petrol,4.56,2013,46108,a22370652k,Kia Rio,3,break_bug,2021
economy,petrol,4.04,2013,46673,y-1494852A,Hyundai Solaris,0,engine_fuel,2018
premium,petrol,4.0,2016,97516,P-5877829p,Audi A4,1,gear_stick,2020
economy,petrol,4.88,2012,24217,n-9327549l,Hyundai Solaris,2,wheel_shake,2015
standart,petrol,4.16,2015,82296,I20629724K,Nissan Qashqai,0,gear_stick,2015
premium,petrol,3.0,2016,110790,P33310269L,Audi A4,1,engine_overheat,2018
economy,petrol,5.0,2015,89912,K-4097683X,Hyundai Solaris,0,electro_bug,2021
economy,petrol,5.14,2015,89915,D-2197400i,Hyundai Solaris,3,another_bug,2021
economy,petrol,5.5,2016,97488,o-1745163l,Smart ForFour,0,engine_ignition,2017
premium,petrol,4.0,2017,134712,V96754329h,Audi Q3,0,engine_fuel,2021
economy,petrol,3.32,2017,123031,Y17319354d,Smart ForFour,0,engine_ignition,2018
business,electro,4.06,2013,43092,X73607704q,MINI CooperSE,0,engine_fuel,2022
standart,petrol,2.48,2014,60936,k11526558b,Renault Sandero,0,engine_overheat,2018
standart,petrol,5.84,2014,65927,T-9114355z,Kia Sportage,0,engine_check,2021
premium,petrol,5.18,2014,56871,W-1538165q,Audi Q3,0,engine_fuel,2019
economy,petrol,4.36,2014,64689,d-1645612W,VW Tiguan,0,engine_ignition,2021
economy,petrol,5.72,2013,44397,M-1949772G,VW Polo,0,engine_ignition,2020
economy,petrol,4.56,2015,91270,d-9809366C,VW Tiguan,0,engine_check,2017
economy,petrol,3.08,2013,43200,P86492880m,Hyundai Solaris,0,engine_fuel,2017
economy,petrol,3.02,2015,84606,a56690336a,Skoda Rapid,2,engine_ignition,2020
standart,petrol,3.7,2014,64602,d49016497x,Kia Sportage,0,engine_fuel,2020
economy,petrol,2.86,2013,37381,p17927557N,VW Polo,0,engine_fuel,2018
economy,petrol,4.98,2014,60544,f-1833647Q,Smart ForFour,0,engine_ignition,2020
economy,petrol,5.22,2013,51503,G-5802745y,Skoda Rapid,0,wheel_shake,2018
economy,petrol,3.48,2016,94148,v-9133799l,Skoda Rapid,0,another_bug,2018
economy,petrol,3.2,2013,44397,j16496771g,Skoda Rapid,0,engine_check,2019
economy,petrol,3.5,2017,110571,n72821280e,Smart ForFour,0,engine_overheat,2016
economy,petrol,2.48,2015,75096,I14877267r,Smart ForTwo,0,electro_bug,2018
economy,petrol,4.2,2013,47381,n19095522k,Kia Rio X,0,engine_overheat,2016
economy,petrol,3.9,2013,37767,p98074932P,Kia Rio X,1,another_bug,2021
economy,petrol,4.74,2014,64552,G-1685085q,VW Polo,2,gear_stick,2018
economy,petrol,3.66,2014,67572,M16247717Y,Smart ForFour,0,break_bug,2015
economy,petrol,3.2,2016,93891,K94908453V,Smart Coupe,0,engine_fuel,2021
premium,electro,4.46,2013,39718,L-1156474z,Tesla Model 3,0,break_bug,2022
economy,petrol,3.88,2014,58680,C-1615695X,Skoda Rapid,0,gear_stick,2014
business,electro,4.44,2015,74028,k25002330L,MINI CooperSE,0,engine_check,2017
standart,petrol,5.82,2013,43890,n-7286817N,Renault Kaptur,0,break_bug,2019
economy,petrol,3.82,2017,127971,K23027223e,Smart ForTwo,0,electro_bug,2022
economy,petrol,5.38,2015,88111,e-2141689x,Smart ForFour,0,gear_stick,2018
economy,petrol,5.2,2015,86195,i-2296057M,Hyundai Solaris,0,electro_bug,2018
economy,petrol,3.08,2013,37113,j10329551Q,VW Polo VI,0,gear_stick,2015
premium,petrol,4.68,2017,123612,U43132093r,Audi Q3,0,engine_overheat,2020
standart,petrol,3.1,2014,61827,G17139758L,Nissan Qashqai,3,break_bug,2017
economy,petrol,5.92,2016,103677,M-4377864u,Skoda Rapid,0,engine_overheat,2020
standart,petrol,2.64,2011,601,u10884582m,Renault Sandero,0,gear_stick,2017
standart,petrol,4.72,2014,59302,c-1819930r,Renault Kaptur,0,engine_ignition,2015
economy,petrol,4.36,2014,56772,I-1016418u,Skoda Rapid,0,engine_overheat,2019
economy,petrol,4.16,2011,7408,P22362100d,VW Polo VI,0,another_bug,2019
economy,petrol,4.88,2011,3402,q11710186w,Hyundai Solaris,2,engine_check,2021
standart,petrol,4.46,2012,25331,u-1256596i,Renault Sandero,0,gear_stick,2018
business,petrol,4.06,2011,4287,b-1441595E,Mini Cooper,0,engine_fuel,2018
economy,petrol,4.26,2015,82124,C88130543S,Hyundai Solaris,0,electro_bug,2016
standart,petrol,3.54,2013,43765,f-8509753a,Renault Sandero,0,engine_fuel,2014
standart,petrol,6.18,2014,63172,k-2258315m,Kia Sportage,0,engine_ignition,2015
standart,petrol,5.32,2015,77837,u-8880366u,Renault Sandero,0,engine_fuel,2017
economy,petrol,4.84,2016,102637,L73176899o,Smart ForFour,0,engine_check,2022
economy,petrol,4.04,2017,133416,f10270915c,VW Tiguan,0,gear_stick,2018
economy,petrol,4.3,2013,48613,j10534290W,Hyundai Solaris,1,break_bug,2018
standart,petrol,4.22,2013,37806,I50788104J,Renault Sandero,0,electro_bug,2015
standart,petrol,5.16,2015,86859,W-1261565K,Kia Sportage,0,another_bug,2018
economy,petrol,4.16,2015,82733,f21748487q,Smart ForFour,0,another_bug,2016
premium,petrol,6.0,2015,85995,N-3700375g,Audi Q3,3,another_bug,2017
standart,petrol,3.46,2014,54853,W11094351T,Renault Kaptur,0,engine_overheat,2020
premium,petrol,4.98,2016,99461,m-1618295c,Audi Q3,0,engine_check,2019
economy,petrol,4.48,2015,84498,e-1632869f,VW Polo,0,engine_overheat,2015
economy,petrol,4.42,2011,286,A-7245140H,VW Polo VI,0,gear_stick,2016
standart,petrol,3.86,2015,78669,Q11656086H,Kia Sportage,0,gear_stick,2022
economy,petrol,4.4,2017,128777,b17685766M,Smart Coupe,0,engine_fuel,2016
standart,petrol,3.42,2015,81480,n19528133d,Renault Kaptur,0,engine_fuel,2014
standart,petrol,3.36,2014,67444,a38819194R,Nissan Qashqai,0,gear_stick,2022
economy,petrol,3.1,2014,60207,D88344444z,VW Polo,0,engine_ignition,2022
economy,petrol,3.96,2015,84437,E-2196240r,Kia Rio X,1,break_bug,2019
economy,petrol,4.74,2014,58744,I-2222955D,VW Polo VI,0,another_bug,2019
economy,petrol,4.64,2012,23570,U14909638n,VW Polo,0,engine_check,2017
economy,petrol,4.36,2012,24978,P58511672r,Kia Rio X,1,gear_stick,2016
standart,petrol,3.96,2013,44377,P19518709T,Renault Sandero,0,break_bug,2017
standart,petrol,5.46,2015,86679,V-1888434u,Renault Sandero,0,engine_ignition,2016
economy,petrol,4.38,2012,21139,U19913900a,Kia Rio,1,break_bug,2018
standart,petrol,3.9,2015,75874,X88728094G,Renault Sandero,1,engine_overheat,2020
economy,petrol,3.46,2017,138813,K14458511K,Skoda Rapid,0,break_bug,2018
economy,petrol,6.76,2013,45317,d-3934635Q,Kia Rio X-line,0,wheel_shake,2021
economy,petrol,3.76,2015,78146,S-8631452Q,VW Tiguan,0,engine_check,2022
standart,petrol,4.32,2012,24647,Q58926665G,Renault Sandero,0,engine_fuel,2019
standart,petrol,3.4,2013,50678,W-1652862N,Nissan Qashqai,0,engine_overheat,2018
economy,petrol,4.04,2011,1053,X18004949I,Kia Rio X-line,0,another_bug,2015
standart,petrol,4.18,2013,42041,E-4467489A,Nissan Qashqai,0,engine_fuel,2018
economy,petrol,5.48,2013,41678,p15480858O,Smart ForTwo,1,engine_check,2021
economy,petrol,4.62,2015,73875,R53321573r,Kia Rio,0,electro_bug,2014
economy,petrol,4.42,2012,23807,U12552466o,VW Polo VI,0,engine_ignition,2016
economy,petrol,4.06,2011,2206,e64842741d,Kia Rio X-line,2,break_bug,2020
premium,petrol,4.42,2017,139872,f-6608406e,Audi Q3,0,engine_overheat,2017
economy,petrol,4.96,2011,5779,f-1958284u,VW Polo VI,0,another_bug,2020
economy,petrol,4.32,2012,23824,m21172670I,VW Polo,0,gear_stick,2021
standart,petrol,4.1,2012,19301,d71004474f,Kia Sportage,0,engine_fuel,2021
standart,petrol,3.96,2012,20513,n-6003131B,Nissan Qashqai,0,break_bug,2018
economy,petrol,4.98,2011,6502,I-5997907e,Hyundai Solaris,0,engine_fuel,2016
standart,petrol,5.4,2014,76591,A-1079539w,Renault Kaptur,0,engine_overheat,2015
economy,petrol,3.9,2015,75831,w45505269O,Hyundai Solaris,0,gear_stick,2019
economy,petrol,5.92,2015,86397,G-1995566F,Kia Rio,0,electro_bug,2016
economy,petrol,2.52,2015,85561,v22456431E,Kia Rio,2,engine_fuel,2018
standart,petrol,3.42,2013,41053,o25113856w,Kia Sportage,0,gear_stick,2020
economy,petrol,4.32,2015,78524,Z-6848638K,Smart Coupe,0,wheel_shake,2018
economy,petrol,4.88,2013,42058,L-8838271K,Kia Rio X-line,0,engine_fuel,2014
economy,petrol,2.74,2015,78149,D20302252H,Kia Rio X-line,0,break_bug,2022
economy,petrol,3.76,2011,1312,S16201816J,Hyundai Solaris,0,another_bug,2015
business,petrol,5.98,2014,61075,W-5465085u,Fiat 500,0,engine_check,2016
standart,petrol,3.76,2011,6833,i-1727733j,Renault Sandero,0,engine_overheat,2021
economy,petrol,3.82,2015,78385,E-1789284H,Skoda Rapid,0,engine_overheat,2021
economy,petrol,4.92,2014,56415,I-2277221J,Hyundai Solaris,0,engine_fuel,2017
economy,petrol,4.6,2011,3035,J12910153n,Kia Rio X-line,0,electro_bug,2019
standart,petrol,5.58,2012,28116,F21755120L,Kia Sportage,1,gear_stick,2019
economy,petrol,5.18,2015,81060,y-2096513h,VW Polo VI,1,break_bug,2019
standart,petrol,1.52,2013,45642,X38064587K,Nissan Qashqai,0,another_bug,2019
economy,petrol,4.86,2017,114970,N76275408I,Smart ForFour,0,engine_check,2019
economy,petrol,2.5,2013,53632,t11302884D,Hyundai Solaris,0,engine_fuel,2019
economy,petrol,3.7,2015,84952,j36860430F,Hyundai Solaris,1,engine_check,2021
business,petrol,4.56,2015,88920,R-2936061K,Mercedes-Benz GLC,0,engine_overheat,2019
standart,petrol,4.16,2013,37113,v-1922740b,Renault Sandero,0,engine_check,2016
economy,petrol,2.7,2016,97362,m22595960l,VW Tiguan,0,engine_ignition,2018
economy,petrol,6.32,2011,3013,M-1188559U,Kia Rio,0,electro_bug,2016
standart,petrol,5.84,2011,3443,m-1081136r,Nissan Qashqai,0,another_bug,2016
economy,petrol,5.8,2013,38493,M-1057522s,Smart ForTwo,0,another_bug,2018
standart,petrol,6.4,2011,3948,r-1767573M,Renault Kaptur,1,break_bug,2021
economy,petrol,4.94,2014,68375,T-4791409E,Kia Rio X,0,break_bug,2020
economy,petrol,2.98,2011,1184,H22874195d,VW Polo VI,0,engine_overheat,2019
economy,petrol,5.0,2016,89826,N-2165696F,Smart ForFour,0,break_bug,2017
economy,petrol,3.9,2013,48229,C13109091o,VW Tiguan,0,engine_ignition,2019
economy,petrol,4.12,2012,19729,l-9002229j,Kia Rio X-line,0,engine_check,2017
economy,petrol,3.28,2014,66828,Q13796033u,VW Polo,0,engine_ignition,2016
economy,petrol,3.54,2017,121535,h14762717O,Smart ForFour,0,another_bug,2021
standart,petrol,4.74,2011,10397,M-1111680h,Renault Sandero,0,engine_ignition,2020
economy,petrol,3.88,2017,126887,E20487110v,Smart ForTwo,0,engine_overheat,2015
economy,petrol,5.0,2014,54766,U54007251T,Skoda Rapid,0,engine_ignition,2019
economy,petrol,5.88,2015,77785,f-1640048B,Kia Rio X,1,another_bug,2019
economy,petrol,3.14,2015,74849,k-1001578G,Kia Rio,0,engine_fuel,2020
economy,petrol,4.6,2015,87101,C-1072482Q,VW Polo VI,0,engine_fuel,2016
economy,petrol,2.92,2014,56278,R63811585p,VW Tiguan,0,engine_overheat,2020
economy,petrol,4.38,2013,37920,d-1051262p,Smart ForFour,0,engine_overheat,2015
economy,petrol,4.6,2014,56162,m-1316228Q,VW Tiguan,0,wheel_shake,2020
economy,petrol,3.56,2017,107356,x38424933t,Smart ForTwo,0,engine_check,2015
economy,petrol,3.26,2015,77266,i11748425a,Smart ForFour,0,gear_stick,2018
standart,petrol,3.48,2015,89628,z42577454j,Renault Kaptur,1,another_bug,2017
standart,petrol,3.88,2013,48536,a97165984P,Nissan Qashqai,0,another_bug,2022
economy,petrol,2.62,2013,42127,P20515953Y,VW Polo VI,0,break_bug,2018
economy,petrol,3.36,2013,43398,h15726678G,Kia Rio,0,engine_ignition,2022
standart,petrol,4.48,2014,58255,M-1963958p,Renault Kaptur,0,engine_fuel,2017
economy,petrol,4.0,2015,87477,J-2100035F,Smart Coupe,0,wheel_shake,2018
economy,petrol,3.36,2015,88730,o21869800I,Smart ForFour,0,electro_bug,2015
economy,petrol,3.8,2013,45784,t87727056H,Skoda Rapid,0,engine_ignition,2015
standart,petrol,4.06,2014,62443,k21821329d,Renault Sandero,2,engine_fuel,2019
economy,petrol,3.76,2015,92982,u12997600r,VW Polo VI,0,wheel_shake,2017
economy,petrol,3.0,2014,65351,e-1793470V,VW Polo VI,0,engine_overheat,2021
economy,petrol,6.0,2014,68017,U-6122657S,Skoda Rapid,0,electro_bug,2014
economy,petrol,5.52,2015,88928,G-1444514J,VW Polo VI,1,wheel_shake,2015
economy,petrol,3.8,2011,4544,N41647899e,Kia Rio X-line,1,engine_overheat,2015
economy,petrol,2.58,2015,86219,N22527355E,VW Polo,0,engine_fuel,2017
economy,petrol,5.06,2015,92005,H17549143D,Hyundai Solaris,0,break_bug,2018
economy,petrol,2.6,2011,6207,r80685540h,Kia Rio X-line,0,engine_check,2021
economy,petrol,4.74,2013,45049,i-2886682y,Skoda Rapid,1,wheel_shake,2018
economy,petrol,4.48,2015,74879,h-2128254A,Skoda Rapid,0,electro_bug,2017
economy,petrol,3.8,2015,93813,e11547536L,Kia Rio X-line,0,gear_stick,2021
economy,petrol,5.02,2015,82138,y-3814795q,Smart ForFour,0,break_bug,2020
